车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
本田 雅阁 2015款 2.0L LX 舒适版,严选车,11.79,原价12.3万,2015-04,9.87万公里,国五,2.0,0次过户,2021-4,2020-3,2020-3,2.0L 155马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/foshan/84ad9eff613f8da6x.htm
哈弗H6 Coupe 2015款 蓝标 2.0T 自动两驱尊贵型,严选车,¥7.81,新车指导价18.60万(含税),2015-08,8.13万公里,国五,2.0,0次过户,2019-8,2019-8,已过期,2.0T 194马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/f24201d8dc4e67e3x.htm
雪铁龙C6 2017款 380THP 尊贵型,严选车,¥13.31,新车指导价26.00万(含税),2017-02,7.69万公里,国五,1.8,0次过户,2021-2,2020-2,已过期,1.8T 204马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/foshan/a2aef652db8ed963x.htm
凯迪拉克CT6 2017款 28T 豪华型,严选车,27.62,原价29.57万,2018-02,1.76万公里,国五,2.0,0次过户,2020-2,2020-1,已过期,2.0T 276马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/dg/dac58a4674eb0729x.htm
起亚 智跑 2016款 2.0L 自动两驱版GLS,严选车,¥10.38,新车指导价18.80万(含税),2017-12,5.22万公里,国五,2.0,0次过户,2019-12,2019-10,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gz/f122adff61083933x.htm
宝马1系 2018款 118i 运动型,严选车,15.33,原价16.22万,2018-04,1.73万公里,国五,1.5,0次过户,2020-4,2020-4,已过期,1.5T 136马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/huizhou/5a4dd8449ed7ec40x.htm
五菱宏光 2015款 1.5L S基本型,严选车,3.07,原价3.18万,2017-10,5.14万公里,国五,1.5,1次过户,2019-10,2019-10,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/gz/986378c44560e3bbx.htm
奔驰GLA级 2016款 GLA 200 动感型,严选车,¥16.94,新车指导价29.30万(含税),2016-03,8.53万公里,国五,1.6,0次过户,2020-3,2020-3,2020-3,1.6T 156马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/foshan/670873ca7e5adaabx.htm
沃尔沃S60L 2014款 2.0T 智远版,严选车,13.13,原价13.81万,2014-06,6.76万公里,国四,2.0,0次过户,2020-6,2019-5,已过期,2.0T 180马力 L5,6档手自一体变速箱(AT),https://www.guazi.com/gz/488d6e873daedd5cx.htm
传祺GS4 2017款 200T 手动两驱舒适版,严选车,5.75,原价5.89万,2017-10,3.08万公里,国五,1.3,0次过户,2019-10,2020-1,已过期,1.3T 137马力 L4,5档手动变速箱(MT),https://www.guazi.com/zhongshan/ee09d68c6f206db4x.htm
荣威i6 2017款 16T 自动旗舰版,严选车,6.60,原价7.22万,2017-09,1.75万公里,国五,1.0,0次过户,2019-9,2019-8,已过期,1.0T 125马力 L3,7档双离合变速箱(DCT),https://www.guazi.com/dg/ffcc422420f73200x.htm
奥迪A4L 2015款 35 TFSI 自动标准型,严选车,16.89,原价17.21万,2015-04,5.83万公里,国五,2.0,1次过户,2021-4,2020-2,已过期,2.0T 180马力 L4,8档无级变速箱(CVT),https://www.guazi.com/gz/af04ba6bb8e8d49fx.htm
标致508 2015款 1.6THP 自动致臻版,严选车,10.36,原价10.76万,2016-01,8.35万公里,国五,1.6,0次过户,2020-1,2020-1,已过期,1.6T 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/3eec8c23a7891431x.htm
本田 雅阁 2013款 2.4L SE,严选车,¥11.01,新车指导价24.90万(含税),2013-06,5.74万公里,国四,2.4,0次过户,2020-6,2020-6,已过期,2.4L 179马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/gz/08b6fbd33a25d168x.htm
现代 索纳塔九 2015款 1.6T GLX领先型,严选车,9.75,原价10.26万,2015-06,8.99万公里,国五,1.6,0次过户,2019-6,2019-6,已过期,1.6T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zhuhai/a1fadf2cb362b76dx.htm
大众 高尔夫 2016款 230TSI 自动豪华型,严选车,¥9.80,新车指导价18.00万(含税),2015-12,6.2万公里,国五,1.4,0次过户,2019-12,2019-12,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/a127ceeed69e069fx.htm
海马M3 2014款 1.5L 手动标准型,严选车,¥2.76,新车指导价6.50万(含税),2014-04,5.69万公里,国四,1.5,0次过户,2020-4,2020-3,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/32ba1f703542b379x.htm
标致4008 2017款 350THP 精英版,严选车,12.02,原价13.05万,2017-01,5.37万公里,国五,1.6,0次过户,2021-1,2020-1,已过期,1.6T 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/87bcb5360ac26aa2x.htm
海马S7 2013款 2.0L 自动智享型,严选车,3.73,原价3.92万,2013-12,10.02万公里,国四,2.0,1次过户,2019-12,2019-12,已过期,2.0L 150马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/huizhou/04afb134f4038607x.htm
五菱宏光 2014款 1.5L S豪华型,严选车,3.08,原价3.16万,2014-12,8.22万公里,国四,1.5,1次过户,2020-12,2019-12,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/foshan/f70efecbefb5410ex.htm
吉利 博越 2016款 1.8TD 自动智联型,严选车,¥8.46,新车指导价13.90万(含税),2017-07,0.96万公里,国五,1.8,0次过户,2019-7,2019-7,已过期,1.8T 184马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/ff1e660cc98119bcx.htm
铃木 利亚纳A6 2015款 两厢 1.4L 手动畅想型,严选车,¥2.74,新车指导价6.10万(含税),2014-04,4.01万公里,国四,1.4,0次过户,2020-4,2020-4,已过期,1.4L 101马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/fe46deede7eaf505x.htm
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,严选车,6.50,原价6.86万,2014-06,10.17万公里,国四,1.6,0次过户,2020-6,2020-5,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/7ca97911124c0a96x.htm
丰田 卡罗拉 2014款 1.6L 手动GL,严选车,¥7.09,新车指导价11.70万(含税),2016-06,3.27万公里,国五,1.6,0次过户,2020-6,2019-6,已过期,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/c9c410dc17862f37x.htm
奥迪Q5 2013款 40 TFSI 舒适型,严选车,¥20.69,新车指导价52.30万(含税),2013-10,9.96万公里,国四,2.0,0次过户,2019-10,2019-10,已过期,2.0T 211马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/sz/23dae87e1cf618ccx.htm
比亚迪 宋新能源 2017款 宋DM 1.5TID 全时四驱豪华型,严选车,¥12.13,新车指导价23.40万(含税),2018-03,1.38万公里,国五,1.5,0次过户,2020-3,2020-3,已过期,1.5T 154马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/3304c047c136644ex.htm
起亚K5 2014款 2.0L 自动LUXURY,严选车,8.80,原价9.2万,2014-11,5.95万公里,国四,2.0,0次过户,2020-11,2019-11,2019-11,2.0L 162马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/a04637a971d58566x.htm
北汽幻速S3L 2016款 S3L 1.5L 手动尊贵型,严选车,3.94,原价4.09万,2017-03,6.68万公里,国五,1.5,0次过户,2021-3,2020-2,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/gz/3dea27f3a4e4004cx.htm
宝骏510 2017款 1.5L 手动豪华型,严选车,4.75,原价4.82万,2017-11,1.82万公里,国五,1.5,0次过户,2019-11,2020-3,已过期,1.5L 112马力 L4,6档手动变速箱(MT),https://www.guazi.com/dg/ce3edf1705ec20f3x.htm
宝马5系 2013款 520Li 典雅型,严选车,19.76,原价20.32万,2013-01,8.94万公里,国四,2.0,0次过户,2020-1,2019-12,已过期,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/sz/f90426d7e7c258e7x.htm
奇瑞 瑞虎5 2015款 2.0L 手动家悦版,严选车,¥4.35,新车指导价10.80万(含税),2015-10,3.04万公里,国五,2.0,0次过户,2019-10,2019-10,已过期,2.0L 139马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/d6de312d23969ad8x.htm
沃尔沃S60L 2018款 T4 智远版,严选车,¥16.92,新车指导价33.60万(含税),2017-08,3.84万公里,国五,2.0,0次过户,2019-8,2019-7,已过期,2.0T 190马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gz/db082ff5e98710e3x.htm
Smart smart fortwo 2012款 1.0 MHD 硬顶标准版,严选车,¥5.32,新车指导价12.50万(含税),2014-10,3.11万公里,国四,1.0,0次过户,2020-10,2019-10,已过期,1.0L 70马力 L3,5档机械式自动变速箱(AMT),https://www.guazi.com/sz/36fc0b99d4206213x.htm
比亚迪S6 2014款 2.4L 自动尊贵型 5座,严选车,4.47,原价4.71万,2014-12,5.14万公里,国四,2.4,0次过户,2020-12,2019-12,已过期,2.4L 167马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/dg/5a09de647d5a1a7fx.htm
丰田 花冠 2013款 1.6L 自动豪华版,严选车,6.69,原价6.88万,2015-07,1.62万公里,国五,1.6,0次过户,2021-7,2019-6,已过期,1.6L 120马力 L4,4档自动变速箱(AT),https://www.guazi.com/gz/f78791a0ec884de0x.htm
本田 飞度 2014款 1.5L SE CVT时尚型,严选车,¥5.95,新车指导价9.60万(含税),2015-07,7.2万公里,国五,1.5,0次过户,2019-7,2019-7,已过期,1.5L 131马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/foshan/3c5f724de783697ex.htm
斯柯达 明锐 2017款 1.6L 自动智行版,严选车,¥7.79,新车指导价16.50万(含税),2017-04,4.86万公里,国五,1.6,0次过户,2021-4,2020-4,2020-4,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zhongshan/be763f6a2c5fda7bx.htm
宝马X1 2013款 sDrive18i 时尚型,严选车,13.06,原价13.5万,2014-06,5.11万公里,国四,2.0,1次过户,2020-6,2019-6,已过期,2.0L 150马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zhongshan/20e145ae9715e44cx.htm
大众 高尔夫 2017款 230TSI 自动豪华百万辆纪念版,严选车,¥10.91,新车指导价18.00万(含税),2017-08,2.75万公里,国五,1.4,2次过户,2019-8,2019-8,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/foshan/21b9ca36e2cf1b73x.htm
奔驰E级 2012款 E 260 L CGI时尚型,严选车,¥17.65,新车指导价56.20万(含税),2012-08,10.92万公里,国四,1.8,0次过户,2019-8,2019-10,已过期,1.8T 204马力 L4,7档手自一体变速箱(AT),https://www.guazi.com/gz/72079dbed48be72ax.htm
起亚K5 2014款 2.0L 自动LUXURY,严选车,8.56,原价9.11万,2015-06,7.75万公里,国四,2.0,0次过户,2019-6,2019-11,已过期,2.0L 162马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gz/3de7c2ac8599c992x.htm
别克 君越 2014款 2.0T SIDI 智享旗舰型,严选车,12.66,原价12.9万,2015-08,8.58万公里,国五,2.0,0次过户,2019-8,2019-7,已过期,2.0T 254马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gz/8c4b7f83562b610cx.htm
捷豹XFL 2017款 XFL 2.0T 200PS 精英版,严选车,¥25.80,新车指导价44.30万(含税),2018-01,1.88万公里,国五,2.0,0次过户,2020-1,2019-9,已过期,2.0T 200马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/gz/cb8ca6e4b853bcb6x.htm
大众 途观 2015款 1.8TSI 手动两驱风尚版,严选车,¥9.60,新车指导价21.70万(含税),2014-08,5.71万公里,国五,1.8,0次过户,2020-8,2019-8,已过期,1.8T 160马力 L4,6档手动变速箱(MT),https://www.guazi.com/sz/d9635211714c142cx.htm
本田CR-V 2017款 240TURBO CVT四驱尊贵版,严选车,¥17.50,新车指导价25.20万(含税),2017-11,2.99万公里,国五,1.5,0次过户,2019-11,2019-11,已过期,1.5T 193马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/zhuhai/4bfb0d95e17889d0x.htm
日产 天籁 2014款 公爵 2.5L XV尊享版,严选车,¥13.64,新车指导价27.30万(含税),2014-12,4.27万公里,国五,2.5,1次过户,2020-12,2019-12,已过期,2.5L 186马力 L4,7档无级变速箱(CVT),https://www.guazi.com/dg/c8076fc7e0a89c79x.htm
本田 冠道 2017款 240TURBO 两驱豪华版,严选车,20.79,原价21.25万,2017-09,1.82万公里,国五,1.5,0次过户,2019-9,2019-9,已过期,1.5T 193马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/dg/aea84d5307954b1fx.htm
起亚 新佳乐 2011款 2.0L 7座自动标准版(进口),严选车,4.00,原价4.22万,2011-06,13.28万公里,国四,2.0,0次过户,2019-6,2019-6,已过期,2.0L 150马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/dg/48c6866b460e995dx.htm
铃木 雨燕 2014款 1.3L 手动标准型,严选车,¥3.30,新车指导价5.90万(含税),2015-07,3.28万公里,国五,1.3,0次过户,2019-7,2019-7,已过期,1.3L 91马力 L4,5档手动变速箱(MT),https://www.guazi.com/foshan/f125997333cf2cd5x.htm
哈弗H6 2015款 升级版 1.5T 手动两驱精英型,严选车,4.65,原价5.09万,2015-09,5.73万公里,国五,1.5,0次过户,2019-9,2019-8,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/foshan/09ddf9c10cb98e20x.htm
别克 昂科拉 2018款 18T 自动两驱都市领先型,严选车,9.16,原价9.47万,2018-03,0.51万公里,国五,1.4,0次过户,2020-3,2020-3,已过期,1.4T 143马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/foshan/6198b2ce9b66032fx.htm
现代 悦纳 2016款 1.4L 自动活力版SPORT,严选车,5.37,原价5.51万,2017-02,3.42万公里,国五,1.4,0次过户,2021-2,2019-12,已过期,1.4L 100马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/91f6ee4443ce7f66x.htm
丰田 威驰 2017款 1.5L CVT创行版,严选车,¥6.72,新车指导价9.50万(含税),2017-06,2.25万公里,国五,1.5,0次过户,2019-6,2019-5,已过期,1.5L 107马力 L4,8档无级变速箱(CVT),https://www.guazi.com/zhongshan/a05a9736ece85d5fx.htm
中华 骏捷FSV 2011款 新锐版 1.5L 自动舒适型,严选车,2.56,原价2.68万,2012-08,3.29万公里,国四,1.5,0次过户,2019-8,2019-8,已过期,1.5L 105马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/huizhou/1f9aa3c12a0d41b0x.htm
沃尔沃XC60 2017款 T5 智行升级版,严选车,¥23.95,新车指导价39.00万(含税),2018-01,1.37万公里,国五,2.0,0次过户,2020-1,2019-12,已过期,2.0T 245马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/sz/ba5859ce949c2ef9x.htm
现代 索纳塔八 2011款 2.0L 自动领先版,严选车,5.97,原价6.1万,2012-11,10.46万公里,国四,2.0,0次过户,2019-11,2019-11,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/huizhou/b030ca552c4a7eb2x.htm
宝马3系 2011款 320i 时尚型,严选车,¥11.43,新车指导价37.40万(含税),2011-10,6.23万公里,国四,2.0,0次过户,2019-10,2019-10,已过期,2.0L 152马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/d896b6b93422e90fx.htm
宝马3系 2011款 320i 时尚型,严选车,¥11.43,新车指导价37.40万(含税),2011-10,6.23万公里,国四,2.0,0次过户,2019-10,2019-10,已过期,2.0L 152马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/d896b6b93422e90fx.htm
斯柯达 昕锐 2015款 1.6L 手动智选型,严选车,3.96,原价4.3万,2014-11,5.45万公里,国四,1.6,0次过户,2020-11,2019-10,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/gz/2f6a7cba13fd3b38x.htm
长安 逸动DT 2018款 1.6L 手动智享型,严选车,4.07,原价4.2万,2018-07,2.91万公里,国五,1.6,1次过户,2020-7,2019-7,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/aeb7bc7b72e9043dx.htm
吉利 帝豪 2014款 三厢 1.5L CVT精英型,严选车,¥4.00,新车指导价9.50万(含税),2015-11,5.48万公里,国四,1.5,0次过户,2019-11,2019-10,已过期,1.5L 109马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/gz/dd8a6ce3a5c65295x.htm
大众CC 2011款 1.8TSI 豪华型,严选车,¥11.19,新车指导价28.60万(含税),2011-06,6.78万公里,国四,1.8,0次过户,2020-6,2019-10,已过期,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/gz/41c931cd67648152x.htm
雪佛兰 创酷 2016款 1.4T 手动两驱舒适天窗版,严选车,5.60,原价5.95万,2016-04,5.51万公里,国五,1.4,0次过户,2020-4,2020-3,已过期,1.4T 140马力 L4,6档手动变速箱(MT),https://www.guazi.com/dg/e07115de97b5ef22x.htm
日产 轩逸 2016款 1.6XL  CVT尊享版,严选车,¥8.48,新车指导价15.00万(含税),2016-10,4.42万公里,国五,1.6,0次过户,2020-10,2019-10,已过期,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/zhuhai/946243565fc8f7cbx.htm
中华H3 2017款 1.5L 自动豪华型,严选车,4.86,原价5.22万,2017-04,2.85万公里,国五,1.5,1次过户,2019-4,2020-4,已过期,1.5L 112马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/dg/605f5a828b9a8ea0x.htm
日产 阳光 2015款 1.5XE 手动舒适版,严选车,¥4.90,新车指导价8.70万(含税),2017-07,2.94万公里,国五,1.5,0次过户,2019-7,2019-6,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/c44ec92153b5d0c3x.htm
大众 高尔夫 2016款 230TSI 自动豪华型,严选车,9.70,原价10.04万,2016-03,6.4万公里,国五,1.4,0次过户,2020-3,2020-5,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zhongshan/e46ded3d34db6a19x.htm
宝马5系 2014款 525Li 豪华设计套装,严选车,¥27.15,新车指导价54.20万(含税),2014-06,8.22万公里,国五,2.0,0次过户,2020-6,2019-6,已过期,2.0T 218马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/sz/07fa42d8377edc00x.htm
大众 夏朗 2013款 2.0TSI 舒适型(进口),严选车,15.67,原价15.94万,2014-08,6.31万公里,国四,2.0,0次过户,2020-8,2019-8,2019-8,2.0T 200马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/90b1e2824d3f0952x.htm
本田 思域 2016款 180TURBO CVT舒适版,严选车,¥10.29,新车指导价13.90万(含税),2017-12,2.68万公里,国五,1.0,0次过户,2019-12,2019-12,已过期,1.0T 125马力 L3,无级变速档无级变速箱(CVT),https://www.guazi.com/zhongshan/3638898a56ded87ex.htm
马自达 昂克赛拉 2014款 两厢 2.0L 自动运动型,严选车,¥8.10,新车指导价16.60万(含税),2014-08,8.98万公里,国五,2.0,0次过户,2020-8,2019-8,已过期,2.0L 158马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zhuhai/62488409af1d7330x.htm
本田 歌诗图 2012款 2.4L 尊享版,严选车,9.75,原价10.51万,2012-12,10.16万公里,国四,2.4,0次过户,2019-12,2020-1,已过期,2.4L 197马力 L4,5档自动变速箱(AT),https://www.guazi.com/foshan/f066f4e38ba20bd8x.htm
日产 骊威 2015款 1.6XE CVT舒适版,严选车,¥5.94,新车指导价10.40万(含税),2015-10,6.65万公里,国五,1.6,0次过户,2019-10,2019-10,已过期,1.6L 124马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/huizhou/b055050294d3470dx.htm
奇瑞 瑞虎3 2014款 1.6L CVT智尚版,严选车,4.27,原价4.47万,2015-06,4.66万公里,国五,1.6,1次过户,2019-6,2019-6,已过期,1.6L 126马力 L4,7档无级变速箱(CVT),https://www.guazi.com/dg/ebd6b5be9f7b9217x.htm
传祺GS8 2017款 320T 四驱豪华智联版,严选车,¥13.48,新车指导价21.70万(含税),2017-05,1.94万公里,国五,2.0,0次过户,2021-5,2020-4,已过期,2.0T 201马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/foshan/b12ac86f53fb9ecfx.htm
福特 福克斯 2013款 两厢经典 1.8L 手动基本型,严选车,3.16,原价3.31万,2013-05,8.19万公里,国四,1.8,0次过户,2020-5,2020-4,已过期,1.8L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/zhuhai/6b78fb01bd1f2ec9x.htm
比亚迪S6 2014款 1.5TI 手动尊贵型 5座,严选车,3.56,原价3.66万,2015-01,6.84万公里,国四,1.5,1次过户,2021-1,2019-12,已过期,1.5T 154马力 L4,6档手动变速箱(MT),https://www.guazi.com/zhuhai/a53a10752c949d0ex.htm
东风风行 菱智 2016款 V3 1.5L 7座舒适型 国V,严选车,¥2.93,新车指导价6.70万(含税),2016-05,13.48万公里,国五,1.5,0次过户,2020-5,2020-5,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/foshan/a039444a69a2bbbcx.htm
长安CS95 2017款 2.0T 两驱智途版,严选车,10.43,原价11.04万,2018-01,1.95万公里,国五,2.0,0次过户,2020-1,2019-12,已过期,2.0T 233马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/huizhou/ab7bdd2f36a47eb4x.htm
哈弗H2 2017款 红标 1.5T 手动两驱舒适型,严选车,¥5.16,新车指导价9.40万(含税),2017-01,3.85万公里,国五,1.5,0次过户,2021-1,2019-12,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/zhuhai/93efdbf74bd57f1ax.htm
丰田 卡罗拉 2011款 1.6L 自动GL,严选车,¥5.55,新车指导价14.30万(含税),2011-09,13.97万公里,国四,1.6,0次过户,2019-9,2019-8,已过期,1.6L 122马力 L4,4档自动变速箱(AT),https://www.guazi.com/huizhou/41e2a64f1dcdd341x.htm
东风风行 菱智 2017款 M5 1.6L 豪华型,严选车,¥5.57,新车指导价9.20万(含税),2017-06,1.82万公里,国五,1.6,0次过户,2019-6,2020-5,已过期,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/57d78d283a3c5aeax.htm
福特 福克斯 2017款 三厢 1.6L 自动舒适型智行版,严选车,7.10,原价7.31万,2017-05,2.07万公里,国五,1.6,0次过户,2021-5,2020-4,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/foshan/6a231f5637c1aef3x.htm
日产 逍客 2017款 2.0L CVT精英版,严选车,¥11.18,新车指导价16.70万(含税),2017-06,3.31万公里,国五,2.0,1次过户,2021-6,2020-5,已过期,2.0L 150马力 L4,7档无级变速箱(CVT),https://www.guazi.com/foshan/b9113cfcd8f050f0x.htm
荣威RX5 2016款 20T 两驱自动互联网智享版,严选车,8.74,原价8.95万,2017-07,2.88万公里,国五,1.5,0次过户,2019-7,2019-5,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/gz/d449bdfdbf11cc9ax.htm
标致508 2011款 2.3L 自动豪华版,严选车,¥6.48,新车指导价22.80万(含税),2011-12,7.7万公里,国四,2.3,0次过户,2019-12,2019-12,已过期,2.3L 171马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/f6c5a764afe3e4b4x.htm
本田 思铂睿 2015款 2.0L 尊贵版,严选车,13.34,原价13.77万,2016-10,2.84万公里,国五,2.0,0次过户,2020-10,2019-11,已过期,2.0L 155马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/dg/a3e9e8e05487a9cex.htm
大众 帕萨特 2015款 1.8TSI DSG御尊版,严选车,13.05,原价13.18万,2015-12,7.86万公里,国五,1.8,0次过户,2019-12,2019-12,已过期,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zhongshan/8c25ca3e0d2ed6b9x.htm
日产 天籁 2013款 2.5L XL领先版,严选车,9.23,原价9.63万,2013-12,15.91万公里,国四,2.5,0次过户,2019-12,2020-3,已过期,2.5L 186马力 L4,7档无级变速箱(CVT),https://www.guazi.com/gz/4dde449062771515x.htm
路虎 揽胜极光 2015款 2.0T 五门风尚版,严选车,21.95,原价22.93万,2015-10,3.91万公里,国五,2.0,1次过户,2019-10,2019-8,已过期,2.0T 241马力 L4,9档手自一体变速箱(AT),https://www.guazi.com/dg/aaad3b83fbda0872x.htm
长安CS75 2016款 1.5T 手动锋尚型,严选车,5.96,原价6.17万,2017-05,1.9万公里,国五,1.5,0次过户,2021-5,2020-3,已过期,1.5T 170马力 L4,6档手动变速箱(MT),https://www.guazi.com/huizhou/27409494e65fd718x.htm
别克 威朗 2018款 三厢 20T 双离合豪华型,严选车,9.86,原价10.46万,2018-01,4.1万公里,国五,1.5,0次过户,2020-1,2020-1,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/dg/73af6bb0013ed940x.htm
起亚K3 2013款 1.6L 自动GLS,严选车,¥5.75,新车指导价13.50万(含税),2013-05,7.93万公里,国四,1.6,0次过户,2020-5,2020-5,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/foshan/e8750ad92c3796bex.htm
长安商用 长安CX70 2016款 1.6L 手动智联型,严选车,4.41,原价4.68万,2017-08,4.36万公里,国五,1.6,1次过户,2019-8,2019-8,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/zhongshan/7a8fa4379b14e1c1x.htm
本田 杰德 2017款 1.8L 自动舒适版 5座,严选车,¥11.99,新车指导价15.20万(含税),2018-01,1.21万公里,国五,1.8,0次过户,2020-1,2020-1,已过期,1.8L 141马力 L4,5档自动变速箱(AT),https://www.guazi.com/sz/3d6b48edf678e004x.htm
江淮 瑞风S2 2015款 1.5L 手动豪华型,严选车,3.18,原价3.47万,2016-01,5.99万公里,国五,1.5,0次过户,2020-1,2020-1,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/huizhou/a52c1b706b006890x.htm
雪佛兰 迈锐宝 2014款 2.0L 自动豪华版,严选车,8.05,原价8.17万,2015-01,9万公里,国五,2.0,0次过户,2021-1,2019-12,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/8f69855c159edfe1x.htm
比亚迪 元 2016款 1.5L 手动豪华型,严选车,3.50,原价3.6万,2016-09,2.92万公里,国五,1.5,0次过户,2020-9,2019-9,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/d0de9c6227cda27cx.htm
江淮 瑞风 2012款 2.0L穿梭时光版HFC4GA3,严选车,3.09,原价3.22万,2012-12,8.13万公里,国四,2.0,0次过户,2019-12,2019-12,已过期,2.0L 136马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/4203e0d0bb8089efx.htm
众泰T700 2017款 1.8T 双离合尊贵型,严选车,¥8.90,新车指导价15.20万(含税),2017-09,2.84万公里,国五,1.8,0次过户,2019-9,2019-8,已过期,1.8T 177马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/dg/d6e036cb490b446bx.htm
海马 福美来 2014款 M5 1.6L 手动精英型,严选车,2.91,原价3.02万,2014-06,11.89万公里,国四,1.6,1次过户,2020-6,2019-6,已过期,1.6L 125马力 L4,6档手动变速箱(MT),https://www.guazi.com/zhongshan/b5dd2f0e5cc628d6x.htm
