车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
起亚K2 2012款 两厢 1.4L AT GLS纪念版,严选车,3.77,原价3.86万,2013-07,4.93万公里,国四,1.4,0次过户,2019-7,2019-6,2019-6,1.4L 107马力 L4,4档自动变速箱(AT),https://www.guazi.com/sh/f8670025e892bfbax.htm
别克 英朗 2010款 GT 1.6L 自动时尚版,严选车,3.48,原价3.55万,2011-06,14.08万公里,国四,1.6,0次过户,2020-6,2019-6,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/0dee05c7b4726db1x.htm
起亚K5 2015款 2.0L 自动LUX,严选车,¥9.88,新车指导价20.50万(含税),2015-10,5.65万公里,国五,2.0,0次过户,2019-10,2019-9,已过期,2.0L 162马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hz/3203a429e5db24dfx.htm
雪铁龙 世嘉 2012款 三厢 1.6L 自动品享型,严选车,3.62,原价4.09万,2012-08,6.37万公里,国四,1.6,1次过户,2019-8,2019-7,已过期,1.6L 106马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/sh/49e3b71463edd84bx.htm
斯柯达 昕锐 2013款 1.6L 手动乐选型,严选车,3.39,原价3.68万,2014-04,7.73万公里,国四,1.6,0次过户,2020-4,2019-5,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/jinhua/c968ee64692b0bc2x.htm
别克 英朗 2012款 XT 1.6L 自动时尚版,严选车,5.07,原价5.26万,2013-06,7.2万公里,国四,1.6,1次过户,2019-6,2019-5,2019-5,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/fd56b850f3781d40x.htm
现代 朗动 2012款 1.6L 自动时尚型,严选车,5.65,原价5.83万,2014-05,5.38万公里,国四,1.6,0次过户,2020-5,2020-4,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/c76fde4378a46796x.htm
斯柯达Yeti 2014款 1.4TSI DSG野驱版,严选车,8.86,原价9.2万,2015-03,4.33万公里,国五,1.4,1次过户,2021-3,2020-3,2020-3,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sh/65d62c76a883ae66x.htm
福特 嘉年华 2013款 三厢 1.5L 自动品尚型,严选车,¥3.65,新车指导价11.30万(含税),2013-08,4.61万公里,国四,1.5,0次过户,2019-8,2019-7,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sh/159b1b25e44a3467x.htm
雪佛兰 科鲁兹 2013款 掀背 1.6L 自动豪华型,严选车,¥4.43,新车指导价14.50万(含税),2014-05,6.72万公里,国四,1.6,0次过户,2020-5,2020-5,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/e21807d4a86f4632x.htm
雪佛兰 科鲁兹 2012款 1.6L SE MT,严选车,¥3.38,新车指导价13.00万(含税),2012-03,7.41万公里,国四,1.6,0次过户,2020-3,2020-3,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/sh/dbbc9c60edb05ccfx.htm
大众 帕萨特 2013款 1.4TSI 手动尊荣版,,¥8.20,新车指导价21.10万(含税),2013-09,6.14万公里,国四,1.4,1次过户,2019-9,2019-11,已过期,1.4T 131马力 L4,5档手动变速箱(MT),https://www.guazi.com/luoyang/bb29e0e53922ba2ex.htm
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型,严选车,6.64,原价7.04万,2016-08,5.59万公里,国五,1.5,1次过户,2020-8,2019-7,已过期,1.5T 150马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jinhua/689c069aaf12b5bfx.htm
大众POLO 2014款 1.4L 手动风尚版,严选车,¥4.02,新车指导价8.20万(含税),2015-05,4.08万公里,国五,1.4,1次过户,2021-5,2020-5,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/jinhua/f40247ade7997fecx.htm
日产 逍客 2012款 2.0XL 火 CVT 2WD,严选车,6.92,原价7.1万,2014-09,7.77万公里,国四,2.0,0次过户,2020-9,2019-9,2019-9,2.0L 144马力 L4,6档无级变速箱(CVT),https://www.guazi.com/sh/cb10be986ea631fcx.htm
宝马1系 2012款 118i 领先型(进口),严选车,¥10.45,新车指导价31.40万(含税),2013-11,7.07万公里,国四,1.6,0次过户,2019-11,2019-11,已过期,1.6T 170马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/hz/60c59f7d0e745a7cx.htm
雪佛兰 科帕奇 2012款 2.4L 四驱豪华版 5座,严选车,6.65,原价7.02万,2013-07,7.02万公里,国四,2.4,1次过户,2019-7,2019-6,2019-6,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/119a7865ff1b12a1x.htm
比亚迪S6 2011款 2.0L 手动尊贵型,0过户,¥3.00,新车指导价11.70万(含税),2012-03,6.34万公里,国四,2.0,0次过户,2020-3,2020-3,已过期,2.0L 140马力 L4,5档手动变速箱(MT),https://www.guazi.com/sh/3f902285c2744d4fx.htm
福特 嘉年华 2011款 两厢 1.5L 手动时尚型,严选车,2.74,原价2.8万,2012-10,3.91万公里,国四,1.5,0次过户,2019-10,2019-10,已过期,1.5L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/sh/50a00c73b93b86b7x.htm
大众 宝来 2011款 1.6L 手动舒适型,严选车,¥2.95,新车指导价12.90万(含税),2011-01,11.01万公里,国四,1.6,0次过户,2020-1,2020-1,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/nb/c3af6c11420776dbx.htm
大众 途观 2015款 2.0TSI 自动四驱豪华版,严选车,15.50,原价15.87万,2015-04,3.49万公里,国五,2.0,1次过户,2021-4,2020-3,已过期,2.0T 200马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/8f578b8ef1c18ee6x.htm
标致2008 2014款 1.6L 自动潮流版,严选车,¥5.79,新车指导价11.90万(含税),2015-02,1.75万公里,国五,1.6,0次过户,2021-2,2020-2,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/sh/69a13107a5446b82x.htm
奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型,严选车,23.78,原价23.92万,2014-08,3.85万公里,国四,3.0,0次过户,2020-8,2019-8,2020-5,3.0L 245马力 V6,7档手自一体变速箱(AT),https://www.guazi.com/sh/e326898920a5e014x.htm
现代 瑞纳 2014款 1.4L 手动智能型GLS,严选车,¥3.82,新车指导价8.60万(含税),2014-03,1.41万公里,国四,1.4,1次过户,2020-3,2020-2,2020-2,1.4L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/sh/cd9ccc6222bac8a8x.htm
别克 威朗 2016款 两厢GS 20T 双离合燃情运动型,严选车,¥9.47,新车指导价19.10万(含税),2017-01,1.09万公里,国五,1.5,1次过户,2021-1,2019-11,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sh/e4e1308fb040f088x.htm
宝马X1 2013款 sDrive18i 时尚型,严选车,¥11.58,新车指导价30.90万(含税),2013-11,5.46万公里,国四,2.0,0次过户,2019-11,2019-10,已过期,2.0L 150马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hz/7372e4bd0ba9d161x.htm
雪铁龙C4L 2014款 1.8L 智驱版 手动劲智型,严选车,4.37,原价4.84万,2015-06,9.92万公里,国五,1.8,0次过户,2019-6,已过期,已过期,1.8L 139马力 L4,5档手动变速箱(MT),https://www.guazi.com/sh/949262a803124037x.htm
荣威360 2015款 1.5L 手动豪华版,严选车,¥4.14,新车指导价9.00万(含税),2017-04,2.22万公里,国五,1.5,0次过户,2021-4,2020-4,2019-4,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/jinhua/e9244f12b9a07ae3x.htm
大众 迈腾 2013款 1.8TSI 豪华型,严选车,11.57,原价11.79万,2014-01,3.05万公里,国四,1.8,0次过户,2020-1,2020-1,已过期,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/hz/c56a10cb4e7617b6x.htm
斯柯达 昕动 2016款 1.6L 自动智行版,严选车,6.24,原价6.36万,2016-02,3.87万公里,国五,1.6,0次过户,2020-2,2019-12,已过期,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/sh/9c8e1de5520336ddx.htm
大众 途安 2013款 1.4T 手动舒适版5座,严选车,6.05,原价6.19万,2013-10,4.8万公里,国四,1.4,1次过户,2019-10,2019-10,已过期,1.4T 131马力 L4,5档手动变速箱(MT),https://www.guazi.com/sh/e51631ec5877516cx.htm
雪佛兰 科帕奇 2011款 2.4 AT 7座豪华版(进口),严选车,¥6.82,新车指导价28.00万(含税),2012-03,9.64万公里,国四,2.4,1次过户,2020-3,2020-3,已过期,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/e5b0a861775f8e3ax.htm
福特 福克斯 2011款 两厢 1.8L 手动经典型,严选车,3.09,原价3.17万,2012-03,6.8万公里,国四,1.8,0次过户,2020-3,2020-2,已过期,1.8L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/sh/68ca59538b41f091x.htm
宝马X1 2010款 sDrive18i豪华型(进口),严选车,¥13.11,新车指导价39.80万(含税),2013-09,4.99万公里,国四,2.0,1次过户,2019-9,2019-9,已过期,2.0L 150马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/b3fa6520fb69d989x.htm
雪佛兰 科鲁兹 2012款 1.6L SE MT,严选车,3.32,原价3.5万,2012-08,6.02万公里,国四,1.6,1次过户,2019-8,2019-8,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/jinhua/9cc73aa0d9dc4609x.htm
福特 福克斯 2011款 三厢 1.8L 手动舒适型,严选车,2.55,原价2.6万,2011-03,8.92万公里,国四,1.8,0次过户,2020-3,2020-3,已过期,1.8L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/hz/f347321afc29efa8x.htm
标致3008 2013款 1.6THP 自动至尚版,严选车,7.89,原价8.18万,2014-03,4.72万公里,国四,1.6,1次过户,2020-3,2020-3,已过期,1.6T 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hz/ced90c014f33a7a4x.htm
别克 英朗 2012款 XT 1.6L 自动时尚版,严选车,5.40,原价5.52万,2013-10,2.91万公里,国四,1.6,1次过户,2019-10,2019-8,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/f9fe075b4c9677c6x.htm
凯迪拉克ATS-L 2014款 25T 舒适型,严选车,14.24,原价15.09万,2015-07,6.79万公里,国五,2.0,1次过户,2019-7,2019-6,已过期,2.0T 230马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/41378006ca0606cax.htm
大众 途观 2013款 2.0TSI 自动四驱旗舰版,严选车,12.13,原价12.73万,2013-09,4.28万公里,国四,2.0,1次过户,2019-9,2019-8,已过期,2.0T 200马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/1bdfb3e2f7dc6bdfx.htm
别克 君威 2011款 2.4L SIDI舒适版,严选车,5.66,原价5.78万,2011-08,6.61万公里,国四,2.4,0次过户,2019-8,2019-8,已过期,2.4L 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hz/326f93851efb6c36x.htm
别克 昂科拉 2014款 1.4T 自动两驱都市精英型,严选车,¥6.02,新车指导价17.40万(含税),2014-04,11.55万公里,国四,1.4,0次过户,2020-4,2020-1,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/97e6aaf8815a1af8x.htm
大众 帕萨特 2013款 1.8TSI DSG尊荣版,严选车,9.33,原价9.61万,2013-03,9.43万公里,国四,1.8,0次过户,2020-3,2020-3,已过期,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sh/0b89f4d7dfc32bcax.htm
大众POLO 2012款 1.6L Cross POLO AT,严选车,5.19,原价5.28万,2013-03,4.69万公里,国四,1.6,0次过户,2020-3,2020-2,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/3dd45fa87c8b90c3x.htm
奇瑞 瑞虎5 2016款 2.0L CVT家尊版,严选车,¥4.76,新车指导价12.60万(含税),2016-04,4.37万公里,国五,2.0,0次过户,2020-4,2020-4,已过期,2.0L 139马力 L4,7档无级变速箱(CVT),https://www.guazi.com/sh/3750fdb1a1a2e79cx.htm
大众 途安 2011款 1.4T 自动智雅版5座,严选车,¥6.38,新车指导价19.40万(含税),2012-06,7.71万公里,国四,1.4,0次过户,2019-6,2019-6,2019-6,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sh/a53abe7c792e6be9x.htm
大众 宝来 2012款 1.4T 自动舒适型,严选车,¥4.55,新车指导价15.50万(含税),2012-12,7.07万公里,国四,1.4,0次过户,2019-12,2019-11,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/shaoxing/4bef3424b534921ex.htm
铃木 奥拓 2013款 1.0L 自动豪华型,严选车,¥2.82,新车指导价6.50万(含税),2014-04,3.71万公里,国四,1.0,1次过户,2020-4,2020-4,已过期,1.0L 71马力 L3,4档自动变速箱(AT),https://www.guazi.com/nb/6c4204d499f05977x.htm
雪佛兰 科帕奇 2012款 2.4L 四驱旗舰版 7座,严选车,8.44,原价8.68万,2013-02,4.94万公里,国四,2.4,0次过户,2020-2,2019-12,2019-12,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/c1a105e8641013c0x.htm
标致3008 2013款 2.0L 自动经典版,严选车,6.29,原价6.5万,2014-04,6.03万公里,国五,2.0,1次过户,2020-4,2020-3,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nb/515ea73e966ee1cfx.htm
斯柯达 明锐 2015款 1.6L 手动逸俊版,严选车,6.62,原价7.18万,2015-06,1.65万公里,国五,1.6,1次过户,2019-6,2020-4,2020-4,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/sh/2d13e50a5fece498x.htm
别克GL8 2014款 2.4L 经典版,严选车,9.82,原价10.07万,2015-05,12.9万公里,国五,2.4,0次过户,2021-5,2020-1,已过期,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/758bf2d90f55051cx.htm
福特 福克斯 2012款 三厢 1.6L 自动风尚型,0过户,¥6.00,新车指导价15.60万(含税),2013-07,5.39万公里,国四,1.6,0次过户,2019-7,2019-7,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/dl/4ab4c6e38b4550bex.htm
大众 凌渡 2015款 280TSI DSG舒适版,严选车,11.36,原价11.46万,2016-08,1.11万公里,国五,1.4,1次过户,2020-8,2019-8,2019-8,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sh/7d0ebada8d0dafedx.htm
起亚K5 2011款 2.0L 自动DLX,严选车,6.67,原价6.87万,2011-12,8.74万公里,国四,2.0,0次过户,2019-12,2019-12,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hz/fc63cf0011ab288ex.htm
福特 福克斯 2012款 两厢 1.6L 自动风尚型,严选车,¥4.43,新车指导价15.60万(含税),2012-10,8.5万公里,国四,1.6,0次过户,2019-10,2019-10,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/hz/ce99565398f5d4e3x.htm
别克 英朗 2012款 XT 1.6L 自动时尚版,严选车,5.06,原价5.17万,2013-09,4.24万公里,国四,1.6,0次过户,2019-9,2019-6,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/089b0216830d3926x.htm
起亚K3 2013款 1.6L 自动GLS,降价急售,¥6.46,新车指导价13.50万(含税),2014-10,4.34万公里,国四,1.6,0次过户,2020-10,2019-10,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jinhua/4735d22bdfbd5e89x.htm
别克 英朗 2014款 XT 1.6L 自动时尚版,严选车,5.49,原价5.67万,2014-12,4.67万公里,国四,1.6,2次过户,2020-12,2019-10,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/e6c19ef7c3105c14x.htm
别克 昂科威 2016款 20T 两驱精英型,严选车,11.51,原价11.92万,2015-11,9.61万公里,国五,1.5,0次过户,2019-11,2019-11,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sh/c0225d702c8c743cx.htm
雪铁龙C4L 2014款 1.8L 智驱版 自动劲智型,严选车,¥5.79,新车指导价17.20万(含税),2014-04,8.09万公里,国四,1.8,1次过户,2020-4,2019-11,已过期,1.8L 139马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/ce94c0ae6865b07ex.htm
菲亚特 菲翔 2012款 1.4T 自动悦享版,严选车,4.30,原价4.51万,2012-12,4.83万公里,国四,1.4,0次过户,2019-12,2019-12,已过期,1.4T 120马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/hz/259d0b0e78a19546x.htm
斯柯达 速派 2016款 TSI280 DSG创行版,严选车,¥10.04,新车指导价20.60万(含税),2016-08,5.18万公里,国五,1.4,0次过户,2020-8,2019-7,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/hz/fabe95df10a683d4x.htm
斯柯达 明锐 2009款 1.6L 手动逸仕版,严选车,¥3.20,新车指导价14.60万(含税),2010-01,6.24万公里,国四,1.6,0次过户,2020-1,2020-1,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/jiaxing/c401a114a210aa65x.htm
别克GL8 2014款 2.4L 经典版,严选车,10.04,原价10.18万,2015-08,14.36万公里,国五,2.4,0次过户,2019-8,2019-8,2019-8,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/83c621657dd833f1x.htm
日产 轩逸 2012款 经典 1.6XE 手动舒适版,降价急售,¥4.20,新车指导价10.80万(含税),2015-08,9.27万公里,国五,1.6,0次过户,2019-8,2019-9,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/3e98dfef23f65300x.htm
大众 宝来 2013款 1.6L 手动舒适型,降价急售,¥4.30,新车指导价12.60万(含税),2013-08,4.64万公里,国四,1.6,0次过户,2019-8,2019-8,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/jinhua/e951bdd604ced49bx.htm
斯柯达 明锐 2013款 1.4TSI 手动逸俊版,严选车,4.40,原价4.82万,2013-05,6.55万公里,国四,1.4,0次过户,2020-5,2020-5,2020-5,1.4T 131马力 L4,5档手动变速箱(MT),https://www.guazi.com/sh/d0cb6e1bde0309fdx.htm
大众 桑塔纳 2013款 1.4L 手动风尚版,严选车,¥3.46,新车指导价9.20万(含税),2013-01,8.21万公里,国四,1.4,0次过户,2020-1,2020-1,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/hz/ffadeee28f23881cx.htm
大众 速腾 2010款 1.4TSI 自动豪华型,严选车,4.29,原价4.35万,2010-11,5.97万公里,国四,1.4,0次过户,2019-11,2019-11,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/nb/6197977406e16460x.htm
江淮 瑞风S3 2016款 1.5L CVT豪华智能型,严选车,4.36,原价4.48万,2016-01,2.16万公里,国五,1.5,0次过户,2020-1,2020-1,2020-1,1.5L 113马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sh/ba2c7edd1dee28b3x.htm
MG5 2012款 1.5L 自动豪华版,严选车,¥3.35,新车指导价12.30万(含税),2013-07,11.03万公里,国四,1.5,1次过户,2019-7,2019-8,已过期,1.5L 109马力 L4,4档自动变速箱(AT),https://www.guazi.com/sh/4f10007d949c0ceex.htm
别克 英朗 2013款 XT 1.6L 自动时尚版,严选车,5.44,原价5.56万,2014-10,3.26万公里,国四,1.6,0次过户,2020-10,2019-9,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/91c92729c1b570d5x.htm
福特 福克斯 2013款 两厢经典 1.8L 手动时尚型,严选车,¥3.75,新车指导价12.20万(含税),2013-03,3.84万公里,国四,1.8,0次过户,2020-3,2020-3,已过期,1.8L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/hz/7d8f36cb47e669fdx.htm
铃木 天语 SX4 2009款 两厢 1.6L 自动运动型,严选车,2.75,原价2.9万,2009-12,11.02万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 109马力 L4,4档自动变速箱(AT),https://www.guazi.com/jinhua/7e8ceaf6603cc7fdx.htm
大众POLO 2013款 1.4L 自动舒适版,严选车,¥5.26,新车指导价11.60万(含税),2013-06,2.31万公里,国四,1.4,0次过户,2020-6,2019-6,已过期,1.4L 86马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hz/c7dd74e3cd734055x.htm
别克 英朗 2015款 18T 双离合豪华型,严选车,6.89,原价7.48万,2015-12,1.9万公里,国五,1.4,0次过户,2019-12,2020-1,已过期,1.4T 144马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/jinhua/2bc6febbc075ecdex.htm
本田 飞度 2014款 1.5L SE CVT时尚型,严选车,¥6.57,新车指导价9.60万(含税),2016-04,1.86万公里,国五,1.5,0次过户,2020-4,2020-4,2020-4,1.5L 131马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sh/b653788955056208x.htm
别克 昂科拉 2014款 1.4T 自动两驱都市精英型,严选车,6.16,原价6.33万,2014-03,4.78万公里,国四,1.4,0次过户,2020-3,2020-3,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hz/c01262e98d39fc34x.htm
现代ix35 2012款 2.0L 自动两驱精英版GLS,严选车,¥7.11,新车指导价21.30万(含税),2013-06,8.72万公里,国四,2.0,0次过户,2020-6,2020-6,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hz/a65e983a564027a5x.htm
奔腾X80 2013款 2.0L 自动舒适型,严选车,4.49,原价4.66万,2014-03,7.71万公里,国四,2.0,0次过户,2020-3,2020-3,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/wenzhou/0a1919718e557fa5x.htm
大众 朗逸 2013款 改款经典 1.6L 手动风尚版,0过户,¥6.00,新车指导价12.30万(含税),2015-12,7.5万公里,国五,1.6,0次过户,2019-12,2019-12,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/su/ed5cbb7510877ce2x.htm
凯迪拉克ATS-L 2014款 25T 舒适型,严选车,13.68,原价14.49万,2015-04,7.93万公里,国五,2.0,0次过户,2021-4,2020-2,已过期,2.0T 230马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/570ac8ff256d89d8x.htm
中华V3 2016款 1.5L 自动舒适型,0过户,¥5.40,新车指导价8.70万(含税),2017-07,2.32万公里,国五,1.5,0次过户,2019-7,2019-7,已过期,1.5L 112马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/sy/edcec3f7451a0a0fx.htm
别克 昂科拉 2014款 1.4T 自动两驱都市领先型,严选车,6.14,原价6.32万,2014-03,2.94万公里,国四,1.4,1次过户,2020-3,2019-9,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/d095de3274546d1ax.htm
现代 朗动 2012款 1.6L 手动领先型,严选车,¥4.51,新车指导价12.60万(含税),2013-02,6.39万公里,国四,1.6,0次过户,2020-2,2020-2,已过期,1.6L 128马力 L4,6档手动变速箱(MT),https://www.guazi.com/sh/f2ed88b3c522c4c7x.htm
别克GL8 2012款 2.4L BASE舒适版,严选车,¥8.26,新车指导价22.70万(含税),2014-03,12.14万公里,国四,2.4,1次过户,2020-3,2020-3,2020-3,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/690364a2e130929bx.htm
斯柯达 昊锐 2010款 1.4TSI DSG智雅版,严选车,5.11,原价5.36万,2011-08,9.41万公里,国四,1.4,1次过户,2019-8,2019-8,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sh/db1ca60c2be73ca5x.htm
斯柯达 明锐 2013款 1.6L 手动逸杰版,严选车,4.41,原价4.66万,2013-07,7.33万公里,国四,1.6,0次过户,2019-7,2019-7,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/hz/4a1c3139e2908582x.htm
大众POLO 2014款 1.6L 自动舒适版,严选车,¥5.80,新车指导价11.30万(含税),2015-02,5.26万公里,国五,1.6,0次过户,2021-2,2020-2,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nb/ff6c4b2ceb30c902x.htm
哈弗H6 2011款 2.0L 手动两驱精英型,严选车,3.03,原价3.33万,2012-02,7.98万公里,国四,2.0,0次过户,2020-2,2020-2,已过期,2.0L 133马力 L4,5档手动变速箱(MT),https://www.guazi.com/hz/6528465651fd3a40x.htm
奔腾B50 2013款 1.6L 自动豪华型,严选车,4.39,原价4.77万,2016-01,4.05万公里,国四,1.6,1次过户,2020-1,2020-3,已过期,1.6L 103马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jinhua/c275bfa25f6b174ax.htm
宝马3系 2011款 325i 豪华型,严选车,12.79,原价13.07万,2012-04,5.57万公里,国四,2.5,0次过户,2020-4,2020-3,已过期,2.5L 218马力 L6,6档手自一体变速箱(AT),https://www.guazi.com/sh/eb5435a39ca97d8bx.htm
奥迪A4L 2012款 2.0 TFSI 自动舒适型,严选车,10.58,原价11.03万,2011-10,10.09万公里,国四,2.0,0次过户,2019-10,2019-11,已过期,2.0T 180马力 L4,8档无级变速箱(CVT),https://www.guazi.com/sh/3708d06b4b6da9c3x.htm
大众 途观 2013款 1.8TSI 自动两驱舒适版,严选车,9.96,原价10.3万,2013-09,7.02万公里,国四,1.8,1次过户,2019-9,2019-9,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/b1a313ca6207d962x.htm
标致308 2013款 1.6L 自动风尚型,严选车,4.53,原价4.72万,2014-01,4.06万公里,国四,1.6,1次过户,2020-1,2019-11,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/sh/08ab7f58ec9a9eebx.htm
哈弗H6 2012款 1.5T 手动两驱精英型,严选车,3.64,原价3.78万,2013-04,8.55万公里,国四,1.5,0次过户,2020-4,2020-4,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/hz/20342291e49d8342x.htm
荣威350 2011款 350S 1.5L 自动迅达版,严选车,2.54,原价2.64万,2011-09,7.61万公里,国四,1.5,1次过户,2019-9,2019-9,已过期,1.5L 109马力 L4,4档自动变速箱(AT),https://www.guazi.com/sh/bc4d6f477bc980bex.htm
别克 君威 2010款 2.0L 世博版,严选车,¥5.15,新车指导价22.10万(含税),2010-07,6.86万公里,国四,2.0,0次过户,2019-7,2019-7,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jinhua/a63d07fbe0b577c5x.htm
MG3 2011款 1.5L AMT精英版,严选车,2.37,原价2.72万,2011-09,4.93万公里,国四,1.5,0次过户,2019-9,2019-9,已过期,1.5L 109马力 L4,5档机械式自动变速箱(AMT),https://www.guazi.com/sh/c56530f5d4d18012x.htm
丰田 卡罗拉 2014款 1.6L CVT GL-i,0过户,¥8.65,新车指导价13.90万(含税),2016-09,3.93万公里,国五,1.6,0次过户,2020-9,2019-9,已过期,1.6L 122马力 L4,8档无级变速箱(CVT),https://www.guazi.com/dg/725abf109a7ed80fx.htm
大众 途观 2015款 1.8TSI 自动两驱豪华型,严选车,¥13.53,新车指导价28.20万(含税),2015-09,6.39万公里,国五,1.8,0次过户,2019-9,2019-9,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/0c991f1cb6beba01x.htm
