车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
大众 宝来 2012款 1.6L 手动时尚型,0过户,¥3.90,新车指导价11.70万(含税),2011-12,9.97万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/yantai/43670a29e7c027d9x.htm
Smart smart fortwo 2015款 1.0L 52千瓦硬顶灵动版,降价急售,¥8.53,新车指导价12.70万(含税),2017-03,2.86万公里,国五,1.0,0次过户,2021-3,2020-2,已过期,1.0L 71马力 L3,6档双离合变速箱(DCT),https://www.guazi.com/yantai/89352321c7405893x.htm
奔腾B50 2013款 1.6L 手动豪华型,严选车,¥3.75,新车指导价10.50万(含税),2015-07,4.34万公里,国四,1.6,1次过户,2019-7,2019-7,已过期,1.6L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/cc/54717ffb9e3a2f3bx.htm
奥迪A4L 2012款 2.0 TFSI 自动舒适型,严选车,¥11.85,新车指导价35.80万(含税),2012-06,5.86万公里,国四,2.0,0次过户,2019-6,2019-8,已过期,2.0T 180马力 L4,8档无级变速箱(CVT),https://www.guazi.com/cc/dcf61f0bae17d345x.htm
大众 朗行 2013款 1.4TSI 自动舒适型,降价急售,¥7.60,新车指导价16.40万(含税),2014-03,5.89万公里,国四,1.4,0次过户,2020-3,2020-3,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/tj/daf289b84d545de6x.htm
现代 全新胜达 2013款 改款 2.4L 自动四驱智能型,严选车,10.35,原价10.51万,2014-03,8.72万公里,国四,2.4,1次过户,2020-3,2020-5,已过期,2.4L 189马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/bd009b5d6b0a6622x.htm
别克 威朗 2016款 两厢 15S 自动进取型,降价急售,¥7.25,新车指导价15.80万(含税),2016-05,3.32万公里,国五,1.5,0次过户,2020-5,2019-5,已过期,1.5L 118马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/a7e216f49299d864x.htm
斯柯达 晶锐 2015款 1.6L 自动运动版,严选车,5.21,原价5.5万,2016-03,2.63万公里,国五,1.6,0次过户,2020-3,2019-5,已过期,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/jilin/f52d4ed2ffcb2f4ax.htm
雪铁龙 世嘉 2016款 经典 三厢 1.6L 手动品尚型,0过户,¥4.20,新车指导价10.40万(含税),2014-11,5.74万公里,国五,1.6,0次过户,2020-11,2019-11,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/46b515fda85f7d6dx.htm
丰田 威驰 2017款 1.5L CVT创行版,降价急售,¥6.60,新车指导价9.50万(含税),2017-03,3.92万公里,国五,1.5,0次过户,2020-3,2020-3,已过期,1.5L 107马力 L4,8档无级变速箱(CVT),https://www.guazi.com/hrb/b63c51126d256872x.htm
夏利 2012款 N3 1.0L 三厢基本型,降价急售,¥1.40,新车指导价3.60万(含税),2013-04,7.21万公里,国四,1.0,1次过户,2020-4,2019-5,已过期,1.0L 65马力 L3,5档手动变速箱(MT),https://www.guazi.com/sy/b12627f8829e016dx.htm
比亚迪S6 2013款 白金版 2.0L 手动豪华型,严选车,¥3.71,新车指导价8.70万(含税),2014-11,5.03万公里,国四,2.0,0次过户,2020-11,2019-11,已过期,2.0L 140马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/4b43de72379d6161x.htm
起亚 狮跑 2012款 2.0L 手动两驱版GL,严选车,3.94,原价4.1万,2012-09,10.81万公里,国四,2.0,1次过户,2019-9,2019-9,已过期,2.0L 142马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/1beb00e391bacaefx.htm
保时捷Macan 2017款 Macan 2.0T,降价急售,¥45.00,新车指导价59.70万(含税),2017-01,3万公里,国五,2.0,0次过户,2021-1,2020-1,已过期,2.0T 252马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/dl/1923697929b96bc2x.htm
宝骏510 2017款 1.5L 手动豪华型,降价急售,¥4.78,新车指导价7.60万(含税),2017-09,2.07万公里,国五,1.5,0次过户,2019-9,2019-8,2019-8,1.5L 112马力 L4,6档手动变速箱(MT),https://www.guazi.com/jilin/4164e1bfe640d48fx.htm
别克 君威 2012款 2.0L 豪华版,,¥6.95,新车指导价22.10万(含税),2012-07,6.82万公里,国四,2.0,1次过户,2019-7,2019-7,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/69f26535dcdcd744x.htm
东风风神H30 2014款 CROSS 1.5L 手动感恩版,严选车,¥2.88,新车指导价7.10万(含税),2014-04,4.65万公里,国四,1.5,0次过户,2020-4,2020-4,已过期,1.5L 116马力 L4,5档手动变速箱(MT),https://www.guazi.com/jilin/acf87398dae76116x.htm
大众 桑塔纳 2013款 1.6L 自动风尚版,0过户,¥5.21,新车指导价10.80万(含税),2013-04,5.48万公里,国四,1.6,0次过户,2020-4,2020-4,已过期,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/dl/a2dd24f3b71f8b31x.htm
起亚 智跑 2011款 2.0L 自动两驱版GLS,0过户,¥6.80,新车指导价20.90万(含税),2011-09,12.27万公里,国四,2.0,0次过户,2019-9,2019-9,已过期,2.0L 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/yantai/f9046e8bf48e1d16x.htm
东风 帅客 2016款 1.5L 手动标准型,降价急售,¥4.20,新车指导价7.50万(含税),2016-07,7.97万公里,国五,1.5,0次过户,2020-7,2019-8,已过期,1.5L 102马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/64419be8b76de43cx.htm
大众 桑塔纳 2015款 1.6L 自动风尚版,0过户,¥7.00,新车指导价10.80万(含税),2016-05,3.01万公里,国五,1.6,0次过户,2020-5,2021-4,已过期,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/dl/deaa62297eb38cd6x.htm
大众 高尔夫 2012款 1.6 自动舒适型,降价急售,¥5.80,新车指导价14.40万(含税),2012-03,11.94万公里,国四,1.6,0次过户,2020-3,2019-6,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/58a411f3906558f7x.htm
三菱 帕杰罗 2015款 3.0L 自动精英超越版 国IV(进口),0过户,¥26.57,新车指导价50.80万(含税),2015-03,5.79万公里,国四,3.0,0次过户,2021-3,2020-3,已过期,3.0L 177马力 V6,5档手自一体变速箱(AT),https://www.guazi.com/sy/79e534ad03753de2x.htm
本田 冠道 2017款 240TURBO 两驱尊享版,降价急售,¥22.20,新车指导价28.60万(含税),2017-05,4.24万公里,国五,1.5,1次过户,2019-5,2020-3,已过期,1.5T 193马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/anshan/b5424ff731558b3ax.htm
中华V5 2012款 1.6L 自动豪华型,严选车,3.74,原价4.09万,2013-01,6.68万公里,国四,1.6,1次过户,2020-1,2020-1,已过期,1.6L 118马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/dl/457649f23600cf54x.htm
福特 福睿斯 2017款 1.5L 自动舒适型,准新车,¥7.71,新车指导价11.70万(含税),2018-04,0.38万公里,国五,1.5,0次过户,2020-4,2019-5,已过期,1.5L 113马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/tangshan/d8fb649bc93fd629x.htm
长安 逸动 2014款 1.6L 手动豪华型,降价急售,¥3.90,新车指导价8.70万(含税),2015-05,6.9万公里,国五,1.6,0次过户,2021-5,2020-5,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/2c47fdd5623eb69dx.htm
别克 英朗 2015款 15N 自动精英型,降价急售,¥7.30,新车指导价13.80万(含税),2016-03,2.94万公里,国五,1.5,0次过户,2020-3,2020-2,已过期,1.5L 114马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/ec3c37257ee08926x.htm
哈弗H6 2016款 升级版 1.5T 自动两驱精英型,0过户,¥8.20,新车指导价12.40万(含税),2017-01,1.97万公里,国五,1.5,0次过户,2021-1,2019-12,已过期,1.5T 150马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/8eafed8f966090a3x.htm
现代 朗动 2015款 1.6L 手动领先型,0过户,¥8.00,新车指导价12.60万(含税),2016-02,5.14万公里,国四,1.6,0次过户,2020-2,2020-2,已过期,1.6L 128马力 L4,6档手动变速箱(MT),https://www.guazi.com/sy/2d5d8a251d099f55x.htm
别克 英朗 2013款 GT 1.6L 自动时尚版,降价急售,¥6.50,新车指导价16.60万(含税),2014-04,5.06万公里,国四,1.6,0次过户,2020-4,2019-4,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/704abab01614a354x.htm
丰田 卡罗拉 2014款 1.6L CVT GL,0过户,¥8.65,新车指导价12.80万(含税),2016-01,5万公里,国五,1.6,0次过户,2020-6,2020-1,已过期,1.6L 122马力 L4,8档无级变速箱(CVT),https://www.guazi.com/sy/1e5f1fa47525a4bcx.htm
雪佛兰 科鲁兹 2013款 1.6L SL天地版 AT,降价急售,¥5.00,新车指导价13.90万(含税),2013-12,5.81万公里,国四,1.6,1次过户,2019-12,2019-12,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/88cc1a5c9b01d5cdx.htm
大众 途观 2012款 2.0TSI 自动四驱菁英版,严选车,10.01,原价10.33万,2012-10,10.28万公里,国四,2.0,0次过户,2019-10,2019-10,已过期,2.0T 200马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cc/8c6226599f7eb510x.htm
雪佛兰 创酷 2014款 1.4T 自动两驱舒适型,严选车,6.50,原价6.7万,2015-04,3.91万公里,国五,1.4,0次过户,2021-4,2020-5,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/0ac2869d25f36a72x.htm
荣威360 2017款 1.5L 手动豪华版,严选车,¥5.19,新车指导价9.00万(含税),2017-04,1.56万公里,国五,1.5,0次过户,2021-4,2020-4,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/anshan/a16b3ee3b9e0114bx.htm
雪铁龙 世嘉 2013款 三厢 1.6L 自动品尚型,降价急售,¥5.21,新车指导价12.80万(含税),2014-09,5.94万公里,国五,1.6,1次过户,2020-9,2019-9,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/yantai/a23459bd7822b087x.htm
丰田 汉兰达 2009款 2.7L 两驱5座精英版,严选车,11.67,原价12.63万,2011-12,10.78万公里,国四,2.7,0次过户,2019-12,2020-4,已过期,2.7L 190马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/fc90ac2a5090f90bx.htm
雪铁龙 爱丽舍 2015款 质尚版 1.6L 手动时尚型,降价急售,¥3.99,新车指导价9.10万(含税),2015-03,4.91万公里,国五,1.6,2次过户,2021-3,2020-3,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/hrb/ebe919c3a8aea01cx.htm
中华H530 2011款 1.6L 手动豪华型,严选车,3.02,原价3.07万,2013-02,6.14万公里,国四,1.6,0次过户,2020-2,2020-2,已过期,1.6L 118马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/cff92d6e649754f9x.htm
标致3008 2015款 2.0L 自动经典版,降价急售,¥8.86,新车指导价18.60万(含税),2016-05,1.91万公里,国五,2.0,0次过户,2020-5,2019-5,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/b4fb480209b88dc3x.htm
中华V5 2012款 1.6L 自动豪华型,降价急售,¥4.50,新车指导价14.10万(含税),2014-09,5.26万公里,国四,1.6,1次过户,2020-9,2019-9,已过期,1.6L 118马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/dl/53d621be0113afaax.htm
比亚迪S7 2015款 2.0T 升级版 自动尊贵型,严选车,6.14,原价6.35万,2015-10,1.57万公里,国五,2.0,0次过户,2019-11,2019-11,已过期,2.0T 205马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/hrb/8e607f5ba1a8fa29x.htm
马自达CX-5 2015款 2.0L 自动两驱都市型,严选车,¥12.04,新车指导价20.70万(含税),2015-09,9.55万公里,国四,2.0,1次过户,2019-9,2019-9,已过期,2.0L 155马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/9e1184b437d5a6eax.htm
大众 途观 2010款 1.8TSI 自动四驱菁英版,严选车,9.48,原价10.25万,2011-12,11.97万公里,国四,1.8,1次过户,2019-12,2019-12,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/62e6cb0a2ddcbb13x.htm
奇瑞 艾瑞泽5 2016款 1.5L CVT领锐版,降价急售,¥4.00,新车指导价8.50万(含税),2016-05,5.22万公里,国五,1.5,0次过户,2020-5,2020-5,已过期,1.5L 116马力 L4,7档无级变速箱(CVT),https://www.guazi.com/bj/70f2475bafb04692x.htm
奥迪Q3 2017款 35 TFSI 时尚型,降价急售,¥20.84,新车指导价30.30万(含税),2018-01,2.82万公里,国五,2.0,0次过户,2020-1,2020-1,已过期,2.0T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/dl/5e09c2a70559767ex.htm
福特 翼虎 2013款 2.0L GTDi 四驱运动型,降价急售,¥10.30,新车指导价28.50万(含税),2014-01,10.83万公里,国四,2.0,0次过户,2020-1,2020-1,已过期,2.0T 242马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/a122580e2c2618d7x.htm
MG6 2014款 掀背 1.8L 自动驾值版,降价急售,¥4.55,新车指导价14.10万(含税),2013-12,8.62万公里,国四,1.8,0次过户,2019-12,2020-2,已过期,1.8L 133马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/bj/7a0241ee6e56852ex.htm
丰田 普拉多 2016款 2.7L 自动标准版,降价急售,¥38.55,新车指导价42.30万(含税),2016-01,3.16万公里,国五,2.7,0次过户,2020-1,2019-12,已过期,2.7L 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jilin/d296190a1f30a5b8x.htm
本田CR-V 2012款 2.4L 四驱豪华版,0过户,¥13.00,新车指导价26.00万(含税),2013-01,9.47万公里,国四,2.4,0次过户,2020-1,2020-1,已过期,2.4L 190马力 L4,5档自动变速箱(AT),https://www.guazi.com/hrb/7015ae209acc1af4x.htm
起亚K5 2014款 2.0L 自动LUXURY,严选车,9.70,原价9.97万,2015-01,3.15万公里,国四,2.0,0次过户,2021-1,2019-12,已过期,2.0L 162马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/8f54a5e490dc1981x.htm
奔腾X80 2016款 2.0L 自动豪华型,严选车,¥6.96,新车指导价15.80万(含税),2016-09,2.63万公里,国四,2.0,0次过户,2020-9,2019-8,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cc/878fdfada95cdeefx.htm
本田 锋范 2015款 1.5L 手动进取版,降价急售,¥6.20,新车指导价8.70万(含税),2016-06,6.89万公里,国五,1.5,0次过户,2020-6,2019-6,已过期,1.5L 131马力 L4,5档手动变速箱(MT),https://www.guazi.com/hrb/2cf1127fb28a0765x.htm
大众 朗逸 2013款 1.6L 自动豪华版,降价急售,¥6.60,新车指导价15.90万(含税),2013-03,12.94万公里,国四,1.6,1次过户,2020-3,2019-10,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/anshan/146a660c1fba301ex.htm
启辰T70X 2015款 2.0L CVT睿享运动版,降价急售,¥7.30,新车指导价14.50万(含税),2016-06,2.86万公里,国五,2.0,0次过户,2020-6,2019-5,已过期,2.0L 144马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/dl/d774f684d7d500cex.htm
日产 天籁 2016款 改款 2.0L XL舒适版,,¥15.63,新车指导价20.30万(含税),2018-01,3.42万公里,国五,2.0,1次过户,2020-1,2020-1,已过期,2.0L 150马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/baoding/7b09afd4bcd14d31x.htm
江淮 和悦RS 1.8手动5座带天窗,降价急售,¥3.10,,2014-01,4.02万公里,国四,1.8,0次过户,2020-1,2020-1,已过期,-,-,https://www.guazi.com/sy/1b4a3dc5980c4c76x.htm
宝骏560 2015款 1.8L 手动精英型,降价急售,¥5.20,新车指导价9.10万(含税),2015-09,4.09万公里,国四,1.8,0次过户,2019-9,2019-9,已过期,1.8L 137马力 L4,5档手动变速箱(MT),https://www.guazi.com/hrb/f230df29069923d8x.htm
哈弗H6 Coupe 2015款 蓝标改款 2.0T 手动两驱都市型,降价急售,¥8.00,新车指导价15.40万(含税),2016-02,4.35万公里,国五,2.0,0次过户,2020-2,2020-2,已过期,2.0T 194马力 L4,6档手动变速箱(MT),https://www.guazi.com/yantai/1a34fdb487639d52x.htm
别克GL8 2017款 25S 豪华型,降价急售,¥23.50,新车指导价27.10万(含税),2017-08,2.44万公里,国四,2.5,0次过户,2019-8,2019-8,2019-8,2.5L 200马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/f517916d66d2de45x.htm
福特 福克斯 2013款 三厢经典 1.8L 自动基本型,严选车,4.23,原价4.37万,2014-01,3.48万公里,国四,1.8,1次过户,2020-1,2020-1,已过期,1.8L 124马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/dl/a0360a495a590c20x.htm
长安CS35 2015款 1.6L 手动豪华型 国IV,0过户,¥4.50,新车指导价9.00万(含税),2015-07,7.34万公里,国四,1.6,0次过户,2019-7,2019-7,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/e65358d3692802fbx.htm
起亚 智跑 2012款 2.0L 自动两驱版GLS,严选车,6.88,原价7.17万,2011-12,6.8万公里,国四,2.0,2次过户,2019-12,2020-4,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/f7916b1b8d0ba185x.htm
陆风X7 2015款 2.0T 全景尊贵版,降价急售,¥8.34,新车指导价15.20万(含税),2015-10,3.38万公里,国五,2.0,0次过户,2019-10,2019-10,已过期,2.0T 190马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/dl/883444bb283acbe2x.htm
起亚 狮跑 2012款 2.0L 自动两驱版GLS,0过户,¥6.78,新车指导价20.00万(含税),2013-04,6.02万公里,国四,2.0,0次过户,2020-4,2020-4,已过期,2.0L 142马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/tj/c78a36072dc7d435x.htm
别克 凯越 2013款 1.5L 自动经典型,0过户,¥4.20,新车指导价11.10万(含税),2014-01,7.36万公里,国四,1.5,0次过户,2020-1,2020-1,已过期,1.5L 113马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/8f300b30d92d7f49x.htm
吉利 博瑞 2015款 1.8T 尊贵型,严选车,7.69,原价8.21万,2016-02,5万公里,国五,1.8,2次过户,2020-2,2020-2,已过期,1.8T 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/185146149b8036e8x.htm
长安 逸动 2014款 1.6L 手动豪华型,严选车,3.06,原价3.32万,2014-07,8.52万公里,国四,1.6,0次过户,2020-7,2019-8,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/cc/e9bd14c3805f57d1x.htm
丰田 威驰 2014款 1.3L 手动型尚版,降价急售,¥4.80,新车指导价8.20万(含税),2015-12,8.52万公里,国五,1.3,0次过户,2019-12,2019-12,已过期,1.3L 99马力 L4,5档手动变速箱(MT),https://www.guazi.com/tj/c8d1d4c349f54e28x.htm
雪佛兰 迈锐宝 2014款 2.0L 自动豪华版,降价急售,¥8.50,新车指导价20.30万(含税),2015-02,8.54万公里,国五,2.0,2次过户,2021-2,2019-10,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/c7742ad81d837b9ex.htm
北汽幻速S3L 2016款 S3L 1.5L 手动尊享型,严选车,¥3.82,新车指导价7.30万(含税),2017-01,5.48万公里,国五,1.5,0次过户,2021-1,2020-3,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/cc/a1b79a696c79202ax.htm
丰田 RAV4 2012款 炫装版 2.0L 自动四驱,严选车,10.10,原价10.24万,2012-06,6.34万公里,国四,2.0,1次过户,2019-6,2019-6,已过期,2.0L 150马力 L4,4档自动变速箱(AT),https://www.guazi.com/sy/110fc180f488deb2x.htm
哈弗H6 2012款 1.5T 手动两驱精英型,严选车,¥4.68,新车指导价12.10万(含税),2013-07,4.55万公里,国四,1.5,1次过户,2019-7,2019-9,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/dl/e093c1846e33a135x.htm
传祺GA3S视界 2014款 1.6L 手动精英版,严选车,3.58,原价3.69万,2016-02,4.64万公里,国五,1.6,1次过户,2020-2,2019-8,已过期,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/ea820af3c1763bedx.htm
长安 睿骋 2013款 1.8T 自动尊贵型 国IV,0过户,¥5.52,新车指导价16.30万(含税),2014-05,7.97万公里,国四,1.8,0次过户,2020-5,2020-5,已过期,1.8T 177马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/653a3dc9164d780ex.htm
东风风行 菱智 2014款 M3 1.6L 7座舒适型,降价急售,¥3.80,新车指导价7.80万(含税),2014-11,4.38万公里,国四,1.6,0次过户,2020-11,2019-10,已过期,1.6L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/eb1379f8cbdfe183x.htm
观致3 2014款 两厢 1.6T 自动致臻型,降价急售,¥5.83,新车指导价18.70万(含税),2014-12,6.51万公里,国五,1.6,2次过户,2020-12,2019-12,已过期,1.6T 156马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/tangshan/b12027d1be293157x.htm
雪佛兰 科鲁兹 2012款 1.8L SE AT,降价急售,¥4.50,新车指导价14.90万(含税),2012-11,4.47万公里,国四,1.8,0次过户,2019-11,2019-11,已过期,1.8L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/0d67db4319c40423x.htm
丰田 凯美瑞 2015款 2.0E 精英版,降价急售,¥14.00,新车指导价20.10万(含税),2015-05,4.74万公里,国五,2.0,0次过户,2021-5,2019-5,已过期,2.0L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/eb923f8827256c78x.htm
本田 雅阁 2011款 2.0L EX,严选车,¥8.51,新车指导价22.00万(含税),2011-09,7.51万公里,国四,2.0,0次过户,2019-9,2019-9,已过期,2.0L 156马力 L4,5档自动变速箱(AT),https://www.guazi.com/sy/2f5e2746cd82eae8x.htm
大众 2016款 途安L 280TSI 手动风尚版,严选车,¥9.36,新车指导价16.90万(含税),2016-12,4.24万公里,国五,1.4,0次过户,2020-12,2019-11,已过期,1.4T 150马力 L4,5档手动变速箱(MT),https://www.guazi.com/jilin/2e349bfc16e8b574x.htm
丰田 普拉多 2016款 2.7L 自动标准版,0过户,¥38.85,新车指导价42.30万(含税),2017-11,3.87万公里,国五,2.7,0次过户,2019-11,2019-11,2019-11,2.7L 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/langfang/1ac48b41deab66d0x.htm
别克 凯越 2011款 1.6LX-MT,降价急售,¥3.20,新车指导价10.80万(含税),2011-06,7.71万公里,国四,1.6,0次过户,2019-6,2019-6,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/5f1620b8b2cb3b81x.htm
大众 桑塔纳 2015款 1.6L 手动风尚版,降价急售,¥5.05,新车指导价9.80万(含税),2016-08,3.72万公里,国五,1.6,0次过户,2020-8,2019-8,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/cc/fd9fc4b53fb64943x.htm
本田 缤智 2015款 1.8L CVT两驱豪华型,严选车,¥11.36,新车指导价17.80万(含税),2015-12,2.99万公里,国五,1.8,0次过户,2019-12,2019-11,已过期,1.8L 136马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sy/057a08df0b20695fx.htm
现代 瑞奕 2014款 1.4L 自动GLX,0过户,¥4.48,新车指导价9.50万(含税),2014-07,7.71万公里,国四,1.4,0次过户,2020-7,2019-7,2019-7,1.4L 107马力 L4,4档自动变速箱(AT),https://www.guazi.com/tangshan/713ee296e0681dffx.htm
丰田 威驰 2014款 1.3L 自动型尚版,降价急售,¥4.90,新车指导价9.10万(含税),2014-06,3.58万公里,国四,1.3,1次过户,2020-6,2019-6,2020-6,1.3L 99马力 L4,4档自动变速箱(AT),https://www.guazi.com/hrb/94aa9360064384e9x.htm
哈弗H6 2015款 升级版 1.5T 手动两驱精英型,降价急售,¥5.72,新车指导价11.90万(含税),2015-01,3.28万公里,国四,1.5,0次过户,2021-1,2020-1,2020-1,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/cc/9dee6e0b92b2debfx.htm
斯柯达 晶锐 2011款 1.6L 自动酷黑版,0过户,¥4.20,新车指导价11.80万(含税),2012-01,5.72万公里,国四,1.6,0次过户,2020-1,2020-1,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/c895d26716c8bf29x.htm
沃尔沃XC60 2013款 T5 智雅版(进口),降价急售,¥14.50,新车指导价51.50万(含税),2013-05,13.45万公里,国四,2.0,0次过户,2019-5,2019-5,已过期,2.0T 240马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sy/d941e99805d3203ex.htm
标致301 2016款 1.6L 手动舒适版,严选车,¥4.56,新车指导价9.30万(含税),2016-11,1.41万公里,国五,1.6,0次过户,2020-11,2019-11,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/19b295b3e732a25ax.htm
雪佛兰 爱唯欧 2011款 三厢 1.4L MT SL,0过户,¥2.60,新车指导价8.90万(含税),2011-11,8.31万公里,国四,1.4,0次过户,2019-11,2019-11,已过期,1.4L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/9486e10763a7ca54x.htm
奔腾B50 2012款 1.6L 手动天窗型,0过户,¥3.40,新车指导价10.50万(含税),2012-09,6.94万公里,国四,1.6,0次过户,2019-9,2019-9,已过期,1.6L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/cc/f1f998c8c8c012d7x.htm
雪铁龙 世嘉 2013款 三厢 1.6L 手动品尚型,,¥4.70,新车指导价11.70万(含税),2015-03,9.16万公里,国五,1.6,2次过户,2021-3,2020-1,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/yantai/145584e44aee8045x.htm
日产 天籁 2016款 改款 2.0L XL舒适版,降价急售,¥14.20,新车指导价20.30万(含税),2015-12,10.3万公里,国五,2.0,1次过户,2019-12,2019-10,已过期,2.0L 150马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sy/6e9ea190016fa292x.htm
大众CC 2016款 2.0TSI 至尊型,降价急售,¥16.50,新车指导价33.00万(含税),2015-07,2.21万公里,国五,2.0,2次过户,2019-7,2019-7,已过期,2.0T 200马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/tangshan/d2df41d3447cd9dex.htm
奥迪Q3 2015款 35 TFSI 舒适型,降价急售,¥18.50,新车指导价34.30万(含税),2015-06,4.47万公里,国五,2.0,0次过户,2019-6,2019-6,已过期,2.0T 170马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sy/be3ec51769f89df7x.htm
吉利 经典帝豪 2013款 三厢 1.5L 手动进取型,严选车,¥3.17,新车指导价7.80万(含税),2014-01,5.97万公里,国四,1.5,0次过户,2020-1,2020-3,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/b4ae27e72d9b45d6x.htm
大众 桑塔纳 2015款 1.6L 手动风尚版,降价急售,¥5.00,新车指导价9.80万(含税),2016-03,8.3万公里,国五,1.6,0次过户,2020-3,2020-3,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/hrb/2d87b9887f9cdc0fx.htm
