车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
吉利 帝豪 2015款 三厢 1.5L 手动向上版,严选车,3.64,原价3.77万,2015-12,8.2万公里,国五,1.5,0次过户,2019-12,2019-12,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/2b9c120202eb4d01x.htm
传祺GS4 2015款 200T G-DCT豪华版,严选车,6.79,原价7.06万,2015-07,6.99万公里,国五,1.3,0次过户,2019-7,2019-7,已过期,1.3T 137马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/nn/69ad71282541c6bbx.htm
标致3008 2015款 2.0L 自动潮流版,严选车,¥8.50,新车指导价20.30万(含税),2015-09,5.54万公里,国五,2.0,0次过户,2019-9,2019-9,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/becd59ca238afb61x.htm
雪铁龙C5 2013款 2.0L 自动尊享型,严选车,7.76,原价8.16万,2014-11,7.96万公里,国五,2.0,0次过户,2020-11,2019-10,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/d92f752b74d04f7bx.htm
别克 英朗 2015款 15N 自动进取型,严选车,5.19,原价5.34万,2015-08,10.22万公里,国五,1.5,0次过户,2019-8,2019-8,已过期,1.5L 114马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/foshan/5b07396086fb5088x.htm
大众 帕萨特 2014款 1.8TSI DSG御尊版,严选车,¥12.88,新车指导价26.00万(含税),2015-06,8.7万公里,国五,1.8,0次过户,2019-6,2019-6,已过期,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/7f7e11e1f74f4c87x.htm
起亚K2 2012款 三厢 1.4L MT GLS纪念版,严选车,¥3.19,新车指导价8.50万(含税),2013-04,8.35万公里,国四,1.4,0次过户,2020-4,2020-3,已过期,1.4L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/zhongshan/14000bf7e25f83b6x.htm
别克 英朗 2014款 XT 1.6L 自动时尚版,严选车,¥6.16,新车指导价16.30万(含税),2015-02,3.76万公里,国五,1.6,0次过户,2021-2,2020-2,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/53ef7bd6ee8c009ax.htm
别克 昂科拉 2014款 1.4T 自动两驱都市精英型,严选车,6.76,原价7.32万,2014-11,4.74万公里,国五,1.4,1次过户,2020-11,2019-12,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nn/f92279469aea188ax.htm
哈弗H6 2012款 2.4L 自动两驱精英型,严选车,¥3.62,新车指导价13.50万(含税),2013-06,6.77万公里,国四,2.4,0次过户,2019-6,2019-7,已过期,2.4L 163马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/dg/3338c551a5b97919x.htm
力帆X60 2015款 1.8L CVT豪华型 国IV,严选车,3.56,原价3.75万,2015-06,5.41万公里,国五,1.8,0次过户,2019-6,2019-6,已过期,1.8L 133马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/dg/6b61020d51099f41x.htm
宝马5系 2013款 525Li 领先型,严选车,¥19.62,新车指导价49.90万(含税),2013-04,13.83万公里,国四,2.0,0次过户,2020-4,2020-4,已过期,2.0T 218马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/gz/8a81a6d49b10994cx.htm
传祺GS4 2015款 200T 手动精英版,严选车,¥5.69,新车指导价11.80万(含税),2016-01,5.92万公里,国五,1.3,0次过户,2020-1,2019-12,已过期,1.3T 137马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/d995b8e1cbeb9e66x.htm
日产 逍客 2012款 2.0XL 火 CVT 2WD,严选车,6.01,原价6.43万,2012-11,14.81万公里,国四,2.0,0次过户,2019-11,2019-11,已过期,2.0L 144马力 L4,6档无级变速箱(CVT),https://www.guazi.com/dg/b043d4d0cb133ebax.htm
本田 哥瑞 2016款 1.5L CVT经典版,严选车,¥6.58,新车指导价9.70万(含税),2017-04,2.47万公里,国五,1.5,0次过户,2021-4,2020-3,已过期,1.5L 131马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/huizhou/18b1e6b761203127x.htm
现代 全新胜达 2013款 2.4L 自动两驱舒适型,严选车,9.91,原价10.44万,2014-11,8.61万公里,国四,2.4,0次过户,2020-11,2019-9,已过期,2.4L 189马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gz/fe68d7cd893130b0x.htm
比亚迪S6 2013款 劲悦版 2.0L 手动豪华型 5座,严选车,2.94,原价3.12万,2014-05,5.8万公里,国四,2.0,1次过户,2020-5,2020-5,已过期,2.0L 140马力 L4,5档手动变速箱(MT),https://www.guazi.com/nn/de9954548b5ef9afx.htm
宝骏610 2014款 1.5L 手动标准型,严选车,2.63,原价2.83万,2014-11,3.01万公里,国四,1.5,0次过户,2020-11,2019-11,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/868d86ebd8f43159x.htm
标致308 2012款 1.6L 罗兰·加洛斯版,严选车,¥4.30,新车指导价13.70万(含税),2012-12,6.1万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 106马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/sz/1cf71c24cd38f335x.htm
起亚K3S 2014款 1.6L 自动GLS,严选车,5.80,原价6.11万,2015-12,4.03万公里,国四,1.6,1次过户,2019-12,2019-12,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/7f808322aa4c9660x.htm
现代 悦动 2011款 1.6L 手动豪华型,严选车,4.41,原价4.54万,2015-06,4.92万公里,国四,1.6,0次过户,2020-6,2019-7,已过期,1.6L 123马力 L4,5档手动变速箱(MT),https://www.guazi.com/nn/48be03f601b161fcx.htm
福特 蒙迪欧 2013款 2.0L GTDi200豪华型,严选车,10.28,原价10.65万,2015-03,9.35万公里,国五,2.0,0次过户,2021-3,2020-3,已过期,2.0T 203马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zhongshan/ba1fed8b85c62e59x.htm
雪佛兰 科鲁兹 2013款 1.6L SE MT,严选车,3.89,原价4.12万,2013-01,4.46万公里,国四,1.6,0次过户,2020-1,2020-1,已过期,1.6L 121马力 L4,5档手动变速箱(MT),https://www.guazi.com/gz/a726fc7dc98e0fa0x.htm
比亚迪 速锐 2015款 1.5L 手动豪华型,严选车,3.59,原价3.76万,2015-07,3.84万公里,国五,1.5,0次过户,2019-7,2019-7,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/foshan/2a2eb5b6c2222edax.htm
比亚迪S6 2012款 2.0L 手动尊贵型,严选车,2.99,原价3.03万,2012-08,5.48万公里,国四,2.0,0次过户,2019-8,2019-8,已过期,2.0L 140马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/db448e88c59da468x.htm
本田 雅阁 2016款 2.0L 舒适版,降价急售,¥15.18,新车指导价19.50万(含税),2018-01,5.8万公里,国五,2.0,0次过户,2020-1,2020-2,已过期,2.0L 155马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/gz/73ceb0c06023d3b5x.htm
传祺GS5 2012款 2.0L 自动两驱精英版,严选车,5.08,原价5.4万,2014-03,9.75万公里,国四,2.0,0次过户,2020-3,2020-3,2020-3,2.0L 147马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/gz/8820d53e3ac9c435x.htm
理念S1 2011款 1.3L 自动舒适版,严选车,2.50,原价2.57万,2011-12,8.98万公里,国四,1.3,0次过户,2019-12,2019-12,已过期,1.3L 82马力 L4,5档自动变速箱(AT),https://www.guazi.com/nn/94612f5eef5c0243x.htm
奥迪A4L 2016款 35 TFSI 典藏版 S line舒适型,严选车,¥20.04,新车指导价36.10万(含税),2016-04,3.69万公里,国五,2.0,0次过户,2020-4,2020-4,已过期,2.0T 180马力 L4,8档无级变速箱(CVT),https://www.guazi.com/gz/5b3222c4dcd90d2fx.htm
大众 高尔夫 2015款 1.6L 自动舒适型,严选车,¥8.30,新车指导价15.70万(含税),2015-07,2.76万公里,国五,1.6,1次过户,2019-7,2019-6,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/a51afcd2ad25568cx.htm
凯迪拉克XTS 2013款 28T 舒适型,0过户,¥16.00,新车指导价38.00万(含税),2014-03,13.38万公里,国四,2.0,0次过户,2020-3,2020-3,已过期,2.0T 269马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gz/3cb5313c4dc43f15x.htm
比亚迪S6 2014款 2.0L 手动豪华型 5座,严选车,¥4.43,新车指导价8.70万(含税),2016-03,2.61万公里,国五,2.0,0次过户,2020-3,2020-3,已过期,2.0L 140马力 L4,5档手动变速箱(MT),https://www.guazi.com/huizhou/2a486b0caa41a182x.htm
沃尔沃S60L 2016款 T4 智远版,严选车,15.33,原价16.5万,2016-12,4.67万公里,国五,2.0,0次过户,2020-12,2019-11,已过期,2.0T 190马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/89a1d460095f619cx.htm
荣威350 2013款 350S 1.5L 手动迅驰版,严选车,2.65,原价2.76万,2013-05,10.77万公里,国四,1.5,0次过户,2020-5,2020-5,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/zhongshan/81908ce0109e2a87x.htm
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,严选车,6.59,原价6.86万,2014-09,4.34万公里,国四,1.6,1次过户,2020-9,2019-9,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nn/82fa9312f65a35c0x.htm
别克 凯越 2013款 1.5L 手动尊享型,严选车,3.20,原价3.32万,2013-12,8.54万公里,国四,1.5,1次过户,2019-12,2020-1,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/39f1b6772094db64x.htm
福特 福克斯 2012款 两厢经典 1.8L 自动基本型,严选车,¥3.49,新车指导价11.90万(含税),2012-07,6.83万公里,国四,1.8,1次过户,2019-7,2019-7,已过期,1.8L 124马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/foshan/363830b4e39d4801x.htm
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,严选车,¥6.31,新车指导价9.30万(含税),2017-12,0.89万公里,国五,1.5,0次过户,2019-12,2019-12,已过期,1.5L 107马力 L4,8档无级变速箱(CVT),https://www.guazi.com/dg/f1b86eac2bd99f39x.htm
DS 5LS 2015款 1.6T 舒适版THP160,严选车,7.43,原价7.73万,2016-07,4.5万公里,国五,1.6,0次过户,2020-7,2020-3,已过期,1.6T 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/liuzhou/9cd9302a428853aex.htm
大众 高尔夫 2014款 1.6L 自动舒适型,严选车,¥7.82,新车指导价15.70万(含税),2014-06,4.65万公里,国四,1.6,0次过户,2020-6,2019-6,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/a80c5041888fc8cax.htm
福特 福克斯 2013款 三厢经典 1.8L 手动时尚型,严选车,¥3.96,新车指导价12.20万(含税),2014-11,6.61万公里,国四,1.8,0次过户,2020-11,2019-11,已过期,1.8L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/b958f7cec533c75bx.htm
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,严选车,¥5.42,新车指导价14.00万(含税),2014-11,5.11万公里,国四,1.5,0次过户,2020-11,2019-11,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/sz/35f3b0cc3d68020ax.htm
日产 轩逸 2012款 经典 1.6XE 手动舒适版,降价急售,¥4.20,新车指导价10.80万(含税),2015-08,9.27万公里,国五,1.6,0次过户,2019-8,2019-9,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/3e98dfef23f65300x.htm
雪佛兰 迈锐宝 2014款 2.0L 自动豪华版,严选车,¥8.21,新车指导价20.30万(含税),2014-06,5.61万公里,国四,2.0,0次过户,2020-6,2019-5,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/b3b56b9f8613baf8x.htm
北汽绅宝 绅宝X65 2015款 2.0T 自动舒适型,严选车,¥5.63,新车指导价13.00万(含税),2017-10,1.72万公里,国四,2.0,1次过户,2019-10,2020-4,已过期,2.0T 177马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nn/7df2dd3df0942cf6x.htm
大众 速腾 2012款 1.6L 自动舒适型,严选车,¥6.95,新车指导价16.40万(含税),2013-11,7.6万公里,国四,1.6,0次过户,2019-11,2019-11,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/1088bf7a9290da29x.htm
长城M4 2012款 1.5L 手动豪华型,严选车,2.57,原价2.71万,2012-07,8.47万公里,国四,1.5,0次过户,2019-7,2019-7,已过期,1.5L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/nn/26d4cf16491e73a4x.htm
别克 君越 2012款 2.4L SIDI雅致版,严选车,9.00,原价9.22万,2014-06,5.19万公里,国四,2.4,0次过户,2020-6,2019-6,2019-6,2.4L 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zhongshan/f5cffc6ac2b3fb54x.htm
奔驰GLA级 2016款 GLA 200 时尚型,严选车,¥17.93,新车指导价31.50万(含税),2016-06,3.48万公里,国五,1.6,0次过户,2020-6,2020-5,已过期,1.6T 156马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/gz/6e798c6d3335934fx.htm
奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型,严选车,20.70,原价22.48万,2013-12,4.75万公里,国四,3.0,0次过户,2019-12,2019-11,已过期,3.0L 245马力 V6,7档手自一体变速箱(AT),https://www.guazi.com/dg/a9c604822511c35bx.htm
本田 飞度 2014款 1.5L LX CVT舒适型,严选车,¥5.50,新车指导价8.90万(含税),2014-08,5.72万公里,国四,1.5,0次过户,2020-8,2019-8,已过期,1.5L 131马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/foshan/6d2ce764373c89abx.htm
日产 蓝鸟 2016款 1.6L 手动炫酷版,严选车,¥6.69,新车指导价12.40万(含税),2016-03,6.02万公里,国五,1.6,0次过户,2020-3,2020-3,已过期,1.6L 126马力 L4,5档手动变速箱(MT),https://www.guazi.com/foshan/fdc9da7ab621aa8cx.htm
长安 逸动 2015款 1.6L 自动豪华型,严选车,4.60,原价4.79万,2016-01,8.28万公里,国五,1.6,0次过户,2020-1,2019-12,已过期,1.6L 125马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/dg/0fe8e1f930a7bb48x.htm
大众 捷达 2015款 1.4L 手动时尚型,严选车,4.15,原价4.62万,2016-01,8.43万公里,国五,1.4,0次过户,2020-1,2019-12,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/166d198a18bb1e6fx.htm
标致408 2011款 2.0L 自动豪华版,严选车,¥4.30,新车指导价16.90万(含税),2012-05,4.54万公里,国四,2.0,0次过户,2020-5,2020-5,已过期,2.0L 147马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/sz/119075303c403bbdx.htm
本田 飞度 2014款 1.5L EXLI CVT领先型,严选车,¥6.09,新车指导价12.20万(含税),2014-09,5.33万公里,国四,1.5,0次过户,2020-9,2019-9,已过期,1.5L 131马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/zhongshan/e99506961f2c4837x.htm
别克 君越 2013款 2.4L SIDI精英舒适型,严选车,¥10.21,新车指导价27.80万(含税),2014-01,10.31万公里,国四,2.4,0次过户,2020-1,2020-1,已过期,2.4L 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/6a968e57abc3076ax.htm
现代 悦动 2011款 1.6L 自动舒适型,严选车,4.03,原价4.35万,2013-12,9.29万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 123马力 L4,4档自动变速箱(AT),https://www.guazi.com/sz/fa4f6ab164b51c03x.htm
现代ix25 2015款 1.6L 自动两驱智能型GLS,严选车,¥7.66,新车指导价15.50万(含税),2016-05,3.96万公里,国五,1.6,0次过户,2020-5,2020-4,已过期,1.6L 125马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/8fe3928dd138d1a5x.htm
雪铁龙 世嘉 2013款 三厢 1.6L 自动品尚型,严选车,3.83,原价4.04万,2014-07,14.57万公里,国五,1.6,0次过户,2020-7,2019-6,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/sz/632485bdd222f3ffx.htm
哈弗H6 2015款 升级版 1.5T 手动两驱精英型,严选车,5.06,原价5.12万,2015-02,3.1万公里,国四,1.5,0次过户,2021-2,2020-1,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/dg/2cb53574019f3183x.htm
大众 朗行 2013款 1.4TSI 自动豪华型,严选车,7.90,原价8.23万,2015-09,5.39万公里,国五,1.4,0次过户,2019-9,2019-9,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zhongshan/7a5fa14739e00fdfx.htm
别克 君威 2012款 2.0L 豪华版,严选车,7.39,原价7.6万,2013-02,5.86万公里,国四,2.0,0次过户,2020-2,2020-3,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nn/636538c5f0cfe065x.htm
铃木 锋驭 2014款 1.6L 手动两驱精英型,严选车,5.38,原价5.54万,2014-04,4.61万公里,国四,1.6,0次过户,2020-4,2020-4,已过期,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/liuzhou/2b288eb8edc75b28x.htm
现代 瑞纳 2010款 三厢 1.4L 手动舒适型GS,严选车,2.78,原价2.87万,2013-02,11.32万公里,国四,1.4,0次过户,2020-2,2020-2,已过期,1.4L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/foshan/d379bd977f4faa4fx.htm
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,严选车,4.89,原价5.3万,2014-08,8.3万公里,国四,1.5,0次过户,2020-8,2019-7,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/sz/7cde432ef466c629x.htm
大众 朗行 2015款 1.6L 自动风尚版,严选车,7.48,原价7.76万,2016-10,4.36万公里,国五,1.6,0次过户,2020-10,2019-10,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nn/2d26c77284532454x.htm
东风风神A60 2016款 1.5L 自动豪华型,严选车,¥4.06,新车指导价8.40万(含税),2016-04,4.63万公里,国五,1.5,0次过户,2020-4,2020-4,已过期,1.5L 116马力 L4,4档自动变速箱(AT),https://www.guazi.com/dg/02d9316c747cfe8ax.htm
荣威360 2015款 20T TST尊享版,严选车,5.64,原价5.85万,2017-01,2.84万公里,国五,1.4,1次过户,2021-1,2019-12,已过期,1.4T 156马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/dg/3460446fb611a3cax.htm
别克 凯越 2015款 1.5L 自动经典型,严选车,¥4.00,新车指导价10.00万(含税),2015-03,6.95万公里,国五,1.5,0次过户,2021-3,2020-3,已过期,1.5L 113马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/liuzhou/c0d6f7e6702136d1x.htm
斯柯达 晶锐 2012款 1.4L 手动晶致版,严选车,2.98,原价3.16万,2013-02,5.05万公里,国四,1.4,1次过户,2020-2,2020-2,已过期,1.4L 86马力 L4,5档手动变速箱(MT),https://www.guazi.com/nn/1390be291e962f4bx.htm
比亚迪S7 2016款 2.0T 自动尊贵型Plus,严选车,6.61,原价6.78万,2016-10,3.27万公里,国五,2.0,0次过户,2020-10,2019-10,2019-10,2.0T 205马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/zhongshan/8c3fada1096721b2x.htm
别克 威朗 2015款 三厢 15S 自动领先型,严选车,7.86,原价8.46万,2016-01,5.26万公里,国五,1.5,0次过户,2020-1,2019-12,已过期,1.5L 118马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gz/0437127475eaea77x.htm
福特 福克斯 2013款 三厢经典 1.8L 自动基本型,严选车,3.98,原价4.07万,2013-05,4.84万公里,国四,1.8,0次过户,2020-5,2020-5,已过期,1.8L 124马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/foshan/50db06ae45d3b071x.htm
日产 轩逸 2016款 1.6XV CVT智享版,严选车,¥8.48,新车指导价15.20万(含税),2016-12,2.79万公里,国五,1.6,0次过户,2020-12,2019-12,已过期,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/zhuhai/e069f0f38cf103bfx.htm
大众 高尔夫 2012款 1.6 手动时尚型,严选车,¥4.68,新车指导价12.90万(含税),2012-10,5.32万公里,国四,1.6,0次过户,2019-10,2019-10,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/2b15a1d3eee6e9edx.htm
吉利 帝豪 2016款 三厢 1.3T 手动向上版,严选车,3.86,原价4.21万,2016-02,7.08万公里,国五,1.3,0次过户,2020-2,2020-1,已过期,1.3T 133马力 L4,6档手动变速箱(MT),https://www.guazi.com/liuzhou/fcd1bb25962bab24x.htm
荣威350 2014款 1.5L 自动迅悦版,严选车,3.79,原价4.22万,2014-06,7.71万公里,国四,1.5,1次过户,2020-6,2019-6,已过期,1.5L 109马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/dg/e1506c16ae0744fbx.htm
吉利 帝豪 2016款 三厢 1.5L 手动向上版,严选车,¥3.95,新车指导价8.70万(含税),2016-06,2.28万公里,国五,1.5,0次过户,2020-6,2019-6,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/fb249d0547b7619dx.htm
雪佛兰 爱唯欧 2011款 三厢 1.4L MT SE,严选车,3.01,原价3.28万,2012-06,2.87万公里,国四,1.4,0次过户,2019-6,2019-6,已过期,1.4L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/nn/f5bd3ab1a08d0871x.htm
海马M3 2015款 1.5L 手动精英天窗版,严选车,3.16,原价3.43万,2015-12,5万公里,国五,1.5,0次过户,2019-12,2019-11,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/4b4d558e3eae1c31x.htm
丰田 逸致 2014款 星耀 180G CVT舒适多功能版,严选车,8.80,原价8.91万,2014-04,4.4万公里,国四,1.8,0次过户,2020-4,2020-3,已过期,1.8L 140马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/gz/8c73e74dd47a5673x.htm
DS 5LS 2014款 1.8L 手动舒适版VTi140,严选车,¥6.17,新车指导价15.90万(含税),2015-09,5.23万公里,国五,1.8,0次过户,2019-9,2020-6,已过期,1.8L 139马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/8b05eb650cf1e105x.htm
现代 悦动 2011款 1.6L 自动舒适型,严选车,4.08,原价4.46万,2013-05,7.75万公里,国四,1.6,1次过户,2020-5,2020-5,已过期,1.6L 123马力 L4,4档自动变速箱(AT),https://www.guazi.com/foshan/04e68c4ff70ab43ex.htm
丰田 卡罗拉 2014款 1.6L CVT GL-i,0过户,¥8.65,新车指导价13.90万(含税),2016-09,3.93万公里,国五,1.6,0次过户,2020-9,2019-9,已过期,1.6L 122马力 L4,8档无级变速箱(CVT),https://www.guazi.com/dg/725abf109a7ed80fx.htm
标致408 2014款 1.8L 自动豪华版,严选车,¥7.38,新车指导价16.20万(含税),2015-08,3.41万公里,国五,1.8,0次过户,2019-8,2019-8,已过期,1.8L 139马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/3ea6ca2057ad6907x.htm
吉利 远景 2016款 1.5L 手动幸福版,严选车,3.25,原价3.36万,2016-08,2.53万公里,国四,1.5,0次过户,2020-8,2019-8,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/liuzhou/63cea56e33c921e8x.htm
雪佛兰 迈锐宝 2012款 2.0L 自动豪华版,严选车,¥7.34,新车指导价19.50万(含税),2012-12,3.02万公里,国四,2.0,0次过户,2019-12,2019-12,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/3332c6d411f0278ax.htm
传祺GA3 2013款 1.6L 自动豪华ESP版,严选车,3.60,原价4.06万,2014-02,5.1万公里,国四,1.6,0次过户,2020-2,2020-2,已过期,1.6L 122马力 L4,4档自动变速箱(AT),https://www.guazi.com/gz/37784ad365021386x.htm
现代ix25 2015款 1.6L 自动两驱智能型GLS,严选车,¥7.06,新车指导价15.50万(含税),2015-02,9.74万公里,国五,1.6,0次过户,2021-2,2020-1,已过期,1.6L 125马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/9f7c3254755b4441x.htm
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,严选车,7.17,原价7.37万,2015-12,2.58万公里,国四,1.4,0次过户,2019-12,2019-12,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/liuzhou/a45251cf38eab5b1x.htm
大众 高尔夫 2014款 1.4TSI 自动豪华型,严选车,¥8.66,新车指导价18.00万(含税),2014-07,5.93万公里,国四,1.4,0次过户,2020-7,2019-7,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/foshan/18734390d7dbe820x.htm
别克 威朗 2015款 三厢 15S 自动领先型,严选车,7.81,原价8.5万,2016-05,4.32万公里,国五,1.5,0次过户,2020-5,2019-5,已过期,1.5L 118马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/foshan/42ac12ebb8929df2x.htm
马自达3星骋 2011款 三厢 2.0L 自动豪华型,严选车,6.51,原价6.8万,2013-12,3.94万公里,国四,2.0,0次过户,2019-12,2019-12,2019-12,2.0L 150马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/gz/c2d81b8cb53c2d3ax.htm
福特 福克斯 2012款 两厢 1.6L 自动风尚型,严选车,5.51,原价5.74万,2012-12,3.18万公里,国四,1.6,1次过户,2019-12,2019-11,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/liuzhou/e6dc5f66414ffd55x.htm
丰田 RAV4 2010款 2.0L 自动豪华升级版,严选车,6.92,原价7.28万,2010-10,14.93万公里,国四,2.0,0次过户,2019-10,2019-10,已过期,2.0L 150马力 L4,4档自动变速箱(AT),https://www.guazi.com/foshan/858c9120013b1a26x.htm
斯柯达 明锐 2012款 1.6L 自动逸杰版,严选车,4.36,原价4.71万,2012-09,9.17万公里,国四,1.6,2次过户,2019-9,2019-8,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nn/4ee9e956dcd160fbx.htm
大众 高尔夫 2011款 1.4TSI 自动舒适型,严选车,6.05,原价6.23万,2011-08,10.53万公里,国四,1.4,0次过户,2019-8,2019-8,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/gz/016236a91dc9995cx.htm
雪佛兰 2015款 赛欧3 1.5L 手动理想天窗版,严选车,3.12,原价3.16万,2015-03,8.13万公里,国五,1.5,0次过户,2021-3,2020-2,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/d268339c39a25401x.htm
大众 朗境 2014款 1.4TSI DSG,严选车,¥9.42,新车指导价18.30万(含税),2015-07,2.36万公里,国五,1.4,0次过户,2019-7,2019-7,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/bbd151ccadeeca47x.htm
传祺GA3S视界 2014款 1.6L 自动豪华ESP版,严选车,3.98,原价4.34万,2015-05,10.83万公里,国四,1.6,0次过户,2019-5,2020-5,已过期,1.6L 122马力 L4,4档自动变速箱(AT),https://www.guazi.com/nn/b17af1bbe7c25ab9x.htm
