车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
福特 福睿斯 2017款 幸福版 1.5L 自动时尚型,严选车,6.45,原价6.59万,2017-10,4.33万公里,国五,1.5,1次过户,2019-10,2019-10,已过期,1.5L 113马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/0cdeef413ce79974x.htm
别克 凯越 2015款 1.5L 手动尊享型,严选车,4.19,原价4.58万,2015-06,2.63万公里,国五,1.5,1次过户,2019-6,2019-7,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/3d76c1dc0c80b969x.htm
起亚K2 2017款 三厢 1.4L MT 15周年特别版GLS,严选车,5.05,原价5.45万,2017-12,2.62万公里,国五,1.4,0次过户,2019-12,2019-11,已过期,1.4L 100马力 L4,6档手动变速箱(MT),https://www.guazi.com/xa/e63df992496dbdb3x.htm
标致301 2016款 1.6L 手动幸福版,严选车,3.96,原价4.19万,2016-03,2.29万公里,国五,1.6,1次过户,2020-3,2020-4,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/luoyang/40d6a8c90a087db3x.htm
马自达CX-5 2013款 2.0L 自动四驱尊贵型,严选车,11.52,原价12.48万,2014-06,3.86万公里,国四,2.0,0次过户,2020-6,2019-6,已过期,2.0L 155马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/c5868e69f2493a78x.htm
别克 英朗 2018款 15T 手动进取型 国V,严选车,¥6.06,新车指导价11.90万(含税),2018-01,5.8万公里,国五,1.0,0次过户,2020-1,2019-12,已过期,1.0T 125马力 L3,6档手动变速箱(MT),https://www.guazi.com/xa/1f383cc4dce2b8c4x.htm
雪佛兰 乐风RV 2016款 1.5L 自动智行版,严选车,¥4.18,新车指导价9.80万(含税),2016-12,8.53万公里,国五,1.5,0次过户,2020-2,2019-12,已过期,1.5L 113马力 L4,4档自动变速箱(AT),https://www.guazi.com/zz/09bdddb1bdffb02ax.htm
东风风行 景逸X5 2017款 乐享系列 1.6L CVT豪华型,严选车,¥6.13,新车指导价9.90万(含税),2017-10,2.14万公里,国五,1.6,0次过户,2019-10,2019-10,已过期,1.6L 122马力 L4,6档无级变速箱(CVT),https://www.guazi.com/zz/278464f2c202e725x.htm
别克 君越 2014款 2.0T SIDI 智享旗舰型,严选车,¥15.75,新车指导价31.50万(含税),2016-01,4.46万公里,国五,2.0,0次过户,2020-1,2020-1,已过期,2.0T 254马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/01fea8e49023b188x.htm
奔驰GLK级 2010款 GLK 300 4MATIC 时尚型(进口),严选车,¥14.61,新车指导价57.30万(含税),2010-08,8.74万公里,国四,3.0,0次过户,2019-8,2019-8,已过期,3.0L 231马力 V6,7档手自一体变速箱(AT),https://www.guazi.com/xa/e7a1dfe0b0282fd3x.htm
本田 缤智 2017款 1.5L CVT两驱舒适型,严选车,¥10.62,新车指导价14.80万(含税),2017-09,2.66万公里,国五,1.5,0次过户,2019-9,2020-1,已过期,1.5L 131马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/zz/fe1cb3b2426dc945x.htm
现代 索纳塔九 2015款 1.6T DLX尊贵型,严选车,10.78,原价11.41万,2015-12,4.61万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/xa/2830b0a815677a38x.htm
本田 飞度 2011款 1.3L 手动舒适版,严选车,¥3.81,新车指导价8.70万(含税),2013-10,6.9万公里,国四,1.3,0次过户,2019-10,2019-10,已过期,1.3L 99马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/6608fd68a68cf982x.htm
别克 君威 2014款 2.0L 领先时尚型,严选车,8.36,原价8.65万,2014-07,3.45万公里,国四,2.0,1次过户,2020-7,2019-7,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/36601065e0e81e98x.htm
丰田 威驰 2014款 1.3L 手动型尚版,严选车,¥3.97,新车指导价8.20万(含税),2016-06,9.6万公里,国五,1.3,1次过户,2020-6,2019-6,已过期,1.3L 99马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/4966de13ca2703e1x.htm
吉利 帝豪GS 2016款 优雅版 1.3T 自动臻尚型,严选车,6.16,原价6.44万,2016-08,4.26万公里,国五,1.3,0次过户,2020-8,2019-8,已过期,1.3T 129马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/xa/f0272bd76e3fd9bax.htm
别克GL8 2013款 2.4L 行政版,严选车,¥8.96,新车指导价26.90万(含税),2013-07,8.48万公里,国四,2.4,2次过户,2019-7,2019-7,已过期,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/27f8ce282b43f557x.htm
现代 悦动 2010款 1.6L AT GLS,严选车,3.18,原价3.43万,2010-06,7.49万公里,国三,1.6,0次过户,2019-6,2019-7,已过期,1.6L 123马力 L4,4档自动变速箱(AT),https://www.guazi.com/xa/5770f00f2e0edc07x.htm
日产 阳光 2011款 1.5XL 手动豪华版,严选车,¥3.42,新车指导价10.10万(含税),2011-04,5.22万公里,国四,1.5,0次过户,2020-4,2020-4,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/16d695f7f53ceed4x.htm
标致4008 2017款 350THP 精英版,严选车,¥13.19,新车指导价22.70万(含税),2017-07,4.94万公里,国五,1.6,0次过户,2019-7,2019-7,已过期,1.6T 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/fe88e29c3fa8f2c8x.htm
三菱 劲炫ASX 2013款 1.6L 手动两驱标准版,严选车,5.33,原价5.72万,2014-01,6.47万公里,国四,1.6,0次过户,2020-1,2020-1,已过期,1.6L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/da2901124ff927ebx.htm
长安CS95 2017款 2.0T 四驱智驭版,严选车,12.99,原价13.11万,2017-11,1.22万公里,国五,2.0,0次过户,2019-11,2019-10,已过期,2.0T 233马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/8fdbd342c0ba919fx.htm
东风风行 景逸X5 2013款 1.6L 手动尊享型 国IV,严选车,2.92,原价3.11万,2013-12,5.94万公里,国四,1.6,0次过户,2019-12,2020-1,已过期,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/47bc35f1f3d60b6ex.htm
起亚K5 2014款 2.0L 自动LUXURY,严选车,8.34,原价8.98万,2014-02,5.81万公里,国四,2.0,1次过户,2020-2,2020-1,已过期,2.0L 162马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/2575537ad42e4091x.htm
长安 睿骋 2013款 1.8T 自动尊贵型 国IV,严选车,¥3.96,新车指导价16.30万(含税),2013-01,5.69万公里,国四,1.8,2次过户,2020-1,2019-12,已过期,1.8T 177马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/luoyang/c1010c2165b6c6a2x.htm
现代 伊兰特 2011款 1.6L 手动舒适型,严选车,2.89,原价3.05万,2011-09,5.74万公里,国四,1.6,0次过户,2019-9,2019-9,已过期,1.6L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/e8d10a5ca5489595x.htm
大众 桑塔纳 2015款 浩纳 1.6L 手动风尚型,严选车,5.04,原价5.27万,2017-01,5.55万公里,国五,1.6,0次过户,2021-1,2019-12,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/a031ae06dd7a6f98x.htm
别克 英朗 2018款 18T 自动精英型,严选车,7.84,原价8万,2018-08,1.43万公里,国五,1.3,0次过户,2020-8,2019-8,已过期,1.3T 163马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/zz/9c13f9c3c66460eex.htm
现代 瑞纳 2014款 1.4L 自动智能型GLS,严选车,4.10,原价4.21万,2014-04,5.11万公里,国四,1.4,0次过户,2020-4,2020-4,已过期,1.4L 107马力 L4,4档自动变速箱(AT),https://www.guazi.com/xa/3d04526f007f4a20x.htm
现代 领动 2018款 1.4T 双离合炫动·活力型,严选车,¥8.26,新车指导价13.50万(含税),2018-09,2.37万公里,国五,1.4,0次过户,2020-9,2019-9,已过期,1.4T 130马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/xa/6beeb47117372746x.htm
传祺GS4 2017款 235T G-DCT两驱精英版,严选车,¥8.40,新车指导价14.50万(含税),2017-08,3.79万公里,国五,1.5,0次过户,2019-8,2019-12,已过期,1.5T 152马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zz/a0fe36000b01a63cx.htm
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,严选车,10.64,原价11.07万,2014-10,7.46万公里,国四,2.0,0次过户,2020-10,2019-10,已过期,2.0T 203马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/3c102b49fc0ddeddx.htm
比亚迪 速锐 2015款 改款 1.5L 手动豪华型,严选车,4.15,原价4.37万,2016-04,2.13万公里,国五,1.5,0次过户,2020-4,2020-4,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/a0c791814ee04064x.htm
本田 雅阁 2014款 2.4L LX 舒适版,严选车,¥12.83,新车指导价23.90万(含税),2014-04,10.48万公里,国四,2.4,0次过户,2020-4,2019-7,已过期,2.4L 186马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/zz/122f128ea0924078x.htm
别克 昂科拉 2013款 1.4T 自动两驱精英型,严选车,5.84,原价5.98万,2013-03,6.16万公里,国四,1.4,1次过户,2020-3,2019-6,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/3239db782e64819cx.htm
传祺GA5 2012款 2.0L 自动精英版,严选车,¥4.76,新车指导价15.60万(含税),2012-04,4.99万公里,国四,2.0,0次过户,2020-4,2019-8,已过期,2.0L 150马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/zz/e2a33e60a48ea11ex.htm
别克 凯越 2011款 1.6LE-AT,严选车,¥3.58,新车指导价12.80万(含税),2011-03,4.69万公里,国四,1.6,0次过户,2020-3,2020-3,已过期,1.6L 110马力 L4,4档自动变速箱(AT),https://www.guazi.com/zz/44feb7040c333e5fx.htm
大众 迈腾 2012款 改款 1.8TSI 豪华型,严选车,¥11.04,新车指导价25.30万(含税),2013-09,8.94万公里,国四,1.8,0次过户,2019-9,2019-9,已过期,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zz/8441534b2be60180x.htm
大众 帕萨特 2014款 1.8TSI DSG尊荣版,严选车,¥11.96,新车指导价23.80万(含税),2015-06,5.54万公里,国五,1.8,0次过户,2019-6,2019-8,已过期,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zz/d81c61822b3fab1ax.htm
本田 锋范经典 2012款 1.5L 手动精英版,严选车,3.62,原价3.8万,2012-08,7.32万公里,国四,1.5,0次过户,2019-8,2019-8,已过期,1.5L 120马力 L4,5档手动变速箱(MT),https://www.guazi.com/ty/bf850434b15b1476x.htm
宝马5系 2013款 525Li 豪华型,严选车,¥20.57,新车指导价53.70万(含税),2012-12,7.16万公里,国四,2.0,1次过户,2019-12,2019-12,已过期,2.0T 218马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/zz/7a884753c349b9cax.htm
长安商用 欧力威 2013款 1.4L 手动劲享型,严选车,¥2.57,新车指导价5.70万(含税),2014-04,2.58万公里,国四,1.4,0次过户,2020-4,2020-4,已过期,1.4L 101马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/4427b2805c296c7fx.htm
比亚迪F3 2015款 节能版 1.5L 手动豪华型,严选车,¥3.04,新车指导价6.10万(含税),2016-12,3.24万公里,国五,1.5,0次过户,2020-12,2019-12,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/ffa79c848a73df90x.htm
吉利 博越 2016款 1.8TD 自动智联型,严选车,8.37,原价8.55万,2017-08,2.56万公里,国五,1.8,0次过户,2019-8,2019-7,已过期,1.8T 184马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/e19574aa2645daa5x.htm
丰田 凯美瑞 2015款 2.0G 领先版,严选车,¥13.31,新车指导价20.90万(含税),2016-05,4.39万公里,国五,2.0,0次过户,2020-5,2019-5,已过期,2.0L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/e7f309a0870417a7x.htm
奥迪Q5 2013款 40 TFSI 舒适型,严选车,¥23.57,新车指导价52.30万(含税),2014-10,5.94万公里,国四,2.0,0次过户,2020-10,2019-8,已过期,2.0T 211马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/zz/f5594b5e7fd18612x.htm
雪佛兰 探界者 2017款 535T 自动驭界版,严选车,12.80,原价12.9万,2017-10,4.52万公里,国五,1.5,0次过户,2019-10,2019-9,已过期,1.5T 180马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/444dee6266e14b83x.htm
马自达 阿特兹 2014款 2.0L 蓝天豪华版,严选车,11.08,原价11.53万,2015-02,5.69万公里,国五,2.0,0次过户,2021-2,2020-2,已过期,2.0L 158马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/3169aeca252bde48x.htm
别克 君越 2011款 2.4L SIDI雅致版,严选车,¥8.06,新车指导价25.50万(含税),2011-02,4.99万公里,国四,2.4,0次过户,2020-2,2020-2,已过期,2.4L 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/f3432866dea2f9bbx.htm
比亚迪 秦 2015款 1.5T 双冠旗舰Plus版,严选车,7.18,原价7.47万,2015-11,7.18万公里,国四,1.5,0次过户,2019-11,2019-11,2019-11,1.5T 154马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/xa/8182fa4a4ccfbc47x.htm
马自达3 2012款 1.6L 自动经典标准型,严选车,3.91,原价3.98万,2012-08,7.87万公里,国四,1.6,0次过户,2019-8,2019-8,已过期,1.6L 107马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/xa/dee24d6fc1f9858bx.htm
现代 索纳塔八 2011款 2.0L 自动领先版,严选车,¥7.60,新车指导价19.50万(含税),2012-08,2.59万公里,国四,2.0,0次过户,2019-8,2019-7,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/7158918dfead1269x.htm
荣威350 2014款 1.5L 自动迅悦版,严选车,¥4.82,新车指导价10.80万(含税),2015-08,3.81万公里,国四,1.5,0次过户,2019-8,2019-10,已过期,1.5L 109马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/zz/f1c7af74b83f1b1fx.htm
现代 瑞纳 2014款 1.4L 手动智能型GLS,严选车,3.49,原价3.81万,2014-07,4.85万公里,国四,1.4,1次过户,2020-7,2019-7,已过期,1.4L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/6bb26f4cd0016d03x.htm
大众 捷达 2015款 1.6L 手动舒适型,严选车,4.81,原价4.9万,2015-06,5.85万公里,国四,1.6,0次过户,2021-6,2020-5,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/luoyang/5b2f7b1e42670af9x.htm
现代 悦动 2011款 1.6L 手动舒适型,严选车,¥3.66,新车指导价10.80万(含税),2013-07,5.51万公里,国四,1.6,0次过户,2019-7,2019-7,已过期,1.6L 123马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/7715cf06c92f7be1x.htm
斯柯达Yeti 2017款 TSI280 DSG前行版,严选车,¥8.32,新车指导价16.30万(含税),2016-09,2.39万公里,国五,1.4,1次过户,2020-9,2019-9,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/ty/3cc6cf1b9ec341dax.htm
别克 君威 2017款 20T 精英型,严选车,¥13.48,新车指导价20.20万(含税),2018-09,1.05万公里,国五,1.5,0次过户,2020-9,2019-9,已过期,1.5T 170马力 L4,9档手自一体变速箱(AT),https://www.guazi.com/xa/15f8f33037c4fd62x.htm
比亚迪F3 2018款 1.5L 手动经典型,严选车,3.06,原价3.22万,2018-06,0.98万公里,国五,1.5,1次过户,2020-6,2019-6,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/5ec87bcbe0cc706dx.htm
别克 威朗 2015款 三厢 15S 手动领先型,严选车,¥6.75,新车指导价15.70万(含税),2016-01,10.65万公里,国五,1.5,0次过户,2020-1,2020-1,已过期,1.5L 118马力 L4,6档手动变速箱(MT),https://www.guazi.com/zz/3d509f40d4ca6738x.htm
大众 迈腾 2015款 改款 1.8TSI 豪华型,严选车,13.08,原价13.68万,2016-01,6.92万公里,国五,1.8,0次过户,2020-1,2020-1,已过期,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/ty/a88ecebf47629afbx.htm
大众 捷达 2013款 1.6L 手动时尚型,严选车,4.01,原价4.17万,2014-04,5.06万公里,国四,1.6,0次过户,2020-4,2019-6,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/5ec9e1aa89b57011x.htm
吉利 帝豪 2018款 1.5L 手动向上互联版,严选车,5.30,原价5.6万,2018-08,1.2万公里,国五,1.5,0次过户,2020-8,2019-8,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/6b9a1a8453bc2047x.htm
铃木 利亚纳A6 2014款 两厢 1.4L 手动理想型,严选车,¥2.81,新车指导价7.20万(含税),2014-10,2.92万公里,国四,1.4,0次过户,2020-10,2019-10,已过期,1.4L 101马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/801566a898e06333x.htm
传祺GS4 2017款 200T G-DCT两驱精英版,严选车,¥7.77,新车指导价13.70万(含税),2017-06,4.87万公里,国五,1.3,0次过户,2019-6,2019-6,已过期,1.3T 137马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zz/805b7d58a66df369x.htm
东风风行 景逸XV 2015款 1.6L CVT豪华型,严选车,4.14,原价4.23万,2015-08,2.47万公里,国四,1.6,0次过户,2019-8,2019-8,已过期,1.6L 122马力 L4,6档无级变速箱(CVT),https://www.guazi.com/xa/256fcfc318cbf90ex.htm
现代 名图 2017款 1.6T 自动智能型GLS,严选车,¥10.25,新车指导价17.30万(含税),2017-12,4.3万公里,国五,1.6,0次过户,2019-12,2019-9,已过期,1.6T 175马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zz/1435e53d24923223x.htm
丰田 卡罗拉 2012款 炫装版 1.6L 自动GL,严选车,¥6.26,新车指导价15.30万(含税),2012-09,6.78万公里,国四,1.6,0次过户,2019-9,2019-9,已过期,1.6L 122马力 L4,4档自动变速箱(AT),https://www.guazi.com/zz/acb5db3289831af6x.htm
日产 骊威 2008款 劲锐 1.6L 手动智能版,严选车,2.71,原价2.86万,2009-07,10.92万公里,国三,1.6,1次过户,2019-7,2019-7,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/f34d7486f804c78dx.htm
别克 君越 2013款 2.4L SIDI领先舒适型,严选车,¥12.90,新车指导价25.60万(含税),2015-04,4.44万公里,国五,2.4,0次过户,2021-4,2020-3,已过期,2.4L 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/252fc00e22e0ebb4x.htm
奔驰GLK级 2015款 GLK 300 4MATIC 时尚型 极致版,严选车,¥25.08,新车指导价52.60万(含税),2015-10,8.71万公里,国四,3.0,0次过户,2019-10,2019-10,已过期,3.0L 245马力 V6,7档手自一体变速箱(AT),https://www.guazi.com/ty/45516bb77ec875eex.htm
上汽大通 大通G10 2016款 2.4L 手动精英版,严选车,¥6.70,新车指导价14.50万(含税),2016-08,13.82万公里,国五,2.4,0次过户,2020-8,2019-8,已过期,2.4L 143马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/480f973942d0d00ax.htm
斯柯达 昕锐 2013款 1.6L 手动乐选型,严选车,3.55,原价3.74万,2013-12,7.02万公里,国四,1.6,1次过户,2019-12,2019-11,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/339ac77d7c01cc22x.htm
标致308 2018款 1.6L 自动豪华版,严选车,¥7.37,新车指导价13.90万(含税),2017-12,2.2万公里,国五,1.6,1次过户,2019-12,2019-12,已过期,1.6L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/71194287d1ae29d1x.htm
大众 捷达 2015款 质惠版 1.4L 手动时尚型,严选车,4.61,原价4.86万,2016-10,5.37万公里,国五,1.4,0次过户,2020-10,2019-8,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/f547ee31655323a5x.htm
荣威350 2014款 1.5L 手动迅驰版,严选车,2.94,原价3.01万,2014-06,4.59万公里,国四,1.5,1次过户,2020-6,2020-1,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/2d251fcc88efd0d2x.htm
日产 轩逸 2012款 1.6XL CVT豪华版,严选车,6.00,原价6.28万,2012-11,8.34万公里,国四,1.6,0次过户,2019-11,2019-12,已过期,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/zz/5fa85c15fad384e7x.htm
福特 翼虎 2013款 2.0L GTDi 四驱尊贵型,严选车,¥11.06,新车指导价29.90万(含税),2014-01,6.43万公里,国四,2.0,0次过户,2020-1,2019-5,已过期,2.0T 242马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/4272a70582a0d9c6x.htm
吉利 远景SUV 2016款 1.8L 手动尊贵型,严选车,¥5.30,新车指导价9.50万(含税),2017-07,2.3万公里,国五,1.8,0次过户,2019-7,2019-7,已过期,1.8L 133马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/64dc3e5a27929bfcx.htm
奥迪A4L 2017款 40 TFSI 时尚型,严选车,¥21.00,新车指导价36.90万(含税),2017-01,3.42万公里,国五,2.0,0次过户,2021-1,2020-1,已过期,2.0T 190马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/xa/28f30792b9dc8d42x.htm
大众 朗行 2013款 1.6L 自动舒适型,严选车,¥6.28,新车指导价15.30万(含税),2014-07,9.67万公里,国四,1.6,0次过户,2020-7,2019-7,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/5a137599af10255dx.htm
本田 杰德 2016款 1.8L 自动舒适精英版 5座,严选车,10.56,原价10.7万,2016-08,2.5万公里,国五,1.8,0次过户,2020-8,2019-8,已过期,1.8L 141马力 L4,5档自动变速箱(AT),https://www.guazi.com/ty/7a8ee8700a0a7bfdx.htm
铃木 雨燕 2011款 1.5L 自动时尚版,严选车,3.92,原价4万,2014-01,3.51万公里,国四,1.5,0次过户,2020-1,2020-1,已过期,1.5L 103马力 L4,4档自动变速箱(AT),https://www.guazi.com/xa/775a077b86b5e6d3x.htm
斯柯达 明锐 2010款 1.8TSI DSG逸俊版,严选车,¥4.05,新车指导价18.30万(含税),2011-05,14.74万公里,国四,1.8,1次过户,2020-5,2020-4,已过期,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zz/ba76701d1cee75d7x.htm
北汽绅宝 绅宝D70 2018款 性能版 1.8T 尊贵版,严选车,9.13,原价9.41万,2019-05,0.07万公里,国五,1.8,0次过户,2021-5,2020-5,已过期,1.8T 177马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/ty/f746a6cb4da3af7fx.htm
标致2008 2014款 1.6L 自动时尚版,严选车,4.76,原价5.13万,2014-10,11.11万公里,国五,1.6,0次过户,2020-10,2019-10,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/xa/053fc14f800c17f8x.htm
比亚迪F3 2015款 节能版 1.5L 手动舒适型,严选车,¥2.61,新车指导价5.60万(含税),2016-09,2.02万公里,国四,1.5,0次过户,2020-9,2019-8,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/luoyang/46a317281ead1caex.htm
大众 高尔夫 2012款 2.0TSI GTI,严选车,¥12.17,新车指导价25.60万(含税),2014-04,6.9万公里,国四,2.0,0次过户,2020-4,2020-6,已过期,2.0T 200马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/zz/b254065668530962x.htm
标致301 2014款 1.6L 手动豪华版,严选车,3.29,原价3.55万,2014-07,6.89万公里,国五,1.6,1次过户,2020-7,2019-7,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/6c28636f4fc9bae6x.htm
斯柯达 晶锐 2014款 1.4L 手动晶致版,严选车,¥3.41,新车指导价8.60万(含税),2014-02,5.12万公里,国四,1.4,1次过户,2020-2,2020-2,已过期,1.4L 86马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/9d6c4b8550d491a4x.htm
奥迪A3 2017款 Sportback 35 TFSI 风尚型,严选车,¥15.39,新车指导价25.20万(含税),2018-05,2.41万公里,国五,1.4,0次过户,2020-5,2020-4,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/xa/66bb5d97d1b40263x.htm
奔驰E级 2010款 E 200 CGI 优雅型(进口),严选车,¥15.10,新车指导价53.00万(含税),2011-01,6.46万公里,国四,1.8,0次过户,2020-1,2019-12,已过期,1.8T 184马力 L4,5档自动变速箱(AT),https://www.guazi.com/xa/e7136d836e22a011x.htm
凯迪拉克XTS 2015款 28T 舒适型,严选车,16.80,原价16.94万,2015-08,6.71万公里,国五,2.0,0次过户,2019-8,2019-8,已过期,2.0T 269马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/1357136db5c0d6a7x.htm
标致2008 2014款 1.6L 手动潮流版,严选车,¥5.66,新车指导价10.80万(含税),2017-11,1.49万公里,国五,1.6,0次过户,2019-11,2019-11,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/luoyang/a606da2dcb9f23efx.htm
大众 宝来 2018款 1.5L 手动时尚型,严选车,6.93,原价7.27万,2018-07,1.28万公里,国五,1.5,0次过户,2020-7,2019-7,已过期,1.5L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/06164cf48d22a0b9x.htm
马自达CX-4 2016款 2.0L 自动两驱蓝天领先版,严选车,¥12.79,新车指导价20.40万(含税),2016-11,3.74万公里,国五,2.0,0次过户,2020-11,2019-11,已过期,2.0L 158马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/5a02ba8c2112560bx.htm
宝马3系 2017款 320i M运动型,严选车,¥22.93,新车指导价34.70万(含税),2017-05,2.17万公里,国五,2.0,0次过户,2021-5,2019-5,已过期,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/zz/82c48318ec901ab3x.htm
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,严选车,6.70,原价6.84万,2014-07,5.34万公里,国四,1.6,0次过户,2020-7,2019-7,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/f4f7ae3eb92ba9f0x.htm
雷诺 科雷嘉 2016款 2.0L 两驱领先版,严选车,9.76,原价10.16万,2016-04,4.91万公里,国五,2.0,0次过户,2020-4,2019-7,已过期,2.0L 150马力 L4,7档无级变速箱(CVT),https://www.guazi.com/xa/7c91c0b4f2ad5dc0x.htm
凯迪拉克XT5 2018款 25T 豪华型,严选车,26.83,原价28.11万,2018-01,1.12万公里,国五,2.0,0次过户,2020-1,2020-3,已过期,2.0T 250马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/xa/48942bf6fcd49760x.htm
福特 途睿欧 2017款 2.0T 自动精睿版,严选车,17.02,原价17.72万,2018-04,2.35万公里,国五,2.0,0次过户,2020-4,2020-4,已过期,2.0T 203马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/a61a21685e4062e2x.htm
日产 轩逸 2012款 经典 1.6XE 手动舒适版,严选车,¥4.91,新车指导价10.80万(含税),2016-09,8.87万公里,国五,1.6,0次过户,2020-9,2019-9,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/ed530c9e6e3df3a8x.htm
