车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
吉利 博越 2016款 1.8TD 自动四驱智尊型,严选车,10.54,原价10.88万,2018-01,1.23万公里,国五,1.8,0次过户,2020-1,2019-12,已过期,1.8T 184马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/19d65eb3c345581fx.htm
福特 蒙迪欧 2013款 2.0L GTDi200豪华型,严选车,¥11.50,新车指导价24.20万(含税),2016-06,6.34万公里,国五,2.0,0次过户,已过期,已过期,已过期,2.0T 203马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/91a4aa19cdc8b0fdx.htm
哈弗H1 2015款 1.5L 手动都市型,严选车,3.39,原价3.44万,2015-02,3.35万公里,国四,1.5,0次过户,2021-2,2020-1,已过期,1.5L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/72619deeebf0c0cax.htm
雪佛兰 迈锐宝 2013款 2.0L 自动豪华版,严选车,¥6.48,新车指导价19.70万(含税),2013-03,8.74万公里,国四,2.0,0次过户,2020-3,2020-3,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/0bd8d7b9c3ece839x.htm
斯柯达 明锐 2012款 1.6L 自动逸杰版,严选车,¥5.03,新车指导价15.30万(含税),2012-02,8.99万公里,国四,1.6,0次过户,2020-2,2020-2,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/0dcac36180461a1cx.htm
东南 V5菱致 2014款 1.5L 手动豪华型,严选车,3.06,原价3.17万,2014-10,2.87万公里,国四,1.5,0次过户,2020-10,2019-10,已过期,1.5L 120马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/dcd20a2fa65089a6x.htm
奔驰GLA级 2015款 GLA 200 时尚型,严选车,¥18.12,新车指导价31.50万(含税),2015-11,5.85万公里,国五,1.6,0次过户,2019-11,2019-10,已过期,1.6T 156马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cq/fc6bf5c79f26a7e1x.htm
奔腾X80 2016款 2.0L 自动豪华型,严选车,6.43,原价6.64万,2016-10,4.92万公里,国四,2.0,0次过户,2020-10,2019-11,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/8317142ecda763e2x.htm
标致408 2011款 2.0L 自动舒适版,严选车,4.00,原价4.06万,2012-10,5.83万公里,国四,2.0,1次过户,2019-10,2019-9,已过期,2.0L 147马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/cq/cd90b3c87d6ddc9fx.htm
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,严选车,¥5.60,新车指导价14.00万(含税),2014-12,9.77万公里,国四,1.5,1次过户,2020-12,2019-12,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/cd/1b290e051eb8ff41x.htm
大众 宝来 2012款 1.6L 手动时尚型,严选车,¥3.50,新车指导价11.70万(含税),2012-07,12.68万公里,国四,1.6,1次过户,2019-7,2019-8,2019-8,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/118c64951a183565x.htm
现代 名图 2016款 1.8L 自动智能型GLS,严选车,¥9.41,新车指导价16.30万(含税),2017-02,5.15万公里,国五,1.8,0次过户,2021-2,2020-2,已过期,1.8L 143马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/c4d82295359e8694x.htm
大众 速腾 2014款 改款 1.4TSI 手动豪华型,严选车,¥7.35,新车指导价16.70万(含税),2014-07,2.3万公里,国四,1.4,1次过户,2020-7,2019-7,2019-7,1.4T 131马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/e1b9e7e5d0031820x.htm
本田XR-V 2015款 1.8L EXi  CVT舒适版,严选车,10.03,原价10.31万,2016-05,2.57万公里,国五,1.8,0次过户,2020-5,2020-5,已过期,1.8L 136马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/mianyang/efd31bbc147484e6x.htm
马自达 昂克赛拉 2016款 三厢 1.5L 手动舒适型,严选车,¥6.63,新车指导价12.50万(含税),2015-11,9.24万公里,国四,1.5,1次过户,2019-11,2019-11,已过期,1.5L 117马力 L4,6档手动变速箱(MT),https://www.guazi.com/cq/b196a7087ff850a3x.htm
雪铁龙 世嘉 2011款 三厢 1.6L 手动时尚型,严选车,¥2.65,新车指导价11.80万(含税),2011-06,8.14万公里,国四,1.6,1次过户,2019-6,2019-6,已过期,1.6L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/fe7ff94edd5255b9x.htm
标致307 2010款 两厢 1.6L 自动舒适版,严选车,¥2.83,新车指导价11.50万(含税),2011-12,9.63万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 106马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/cd/9013f79cf5a01e1ex.htm
雪铁龙 世嘉 2011款 三厢 1.6L 手动时尚型,严选车,2.56,原价2.63万,2011-12,11.96万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/7425c90c3c66068dx.htm
大众 甲壳虫 2010款 1.6 AT(进口),严选车,6.18,原价6.29万,2010-09,7.61万公里,国四,1.6,1次过户,2019-9,2019-9,已过期,1.6L 102马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/5d8e97af91f5c020x.htm
奇瑞 风云2 2013款 两厢 1.5L 手动锐意版,严选车,2.59,原价2.67万,2015-09,3.93万公里,国五,1.5,1次过户,2019-9,2019-9,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/mianyang/58e968e8a0f304e0x.htm
雪佛兰 科帕奇 2014款 2.4L 四驱旗舰版 7座,严选车,¥9.56,新车指导价22.80万(含税),2014-02,7.86万公里,国四,2.4,1次过户,2020-2,2020-2,已过期,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/835c3c6ba93e180bx.htm
福特 翼虎 2013款 1.6L GTDi 两驱风尚型,严选车,9.71,原价9.73万,2014-10,5.01万公里,国四,1.6,0次过户,2020-10,2019-10,已过期,1.6T 177马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/1b9326a2dc033c06x.htm
福特 嘉年华 2011款 两厢 1.5L 自动时尚型,严选车,3.21,原价3.28万,2011-11,8万公里,国四,1.5,0次过户,2019-11,2019-10,已过期,1.5L 103马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/cq/29e1e7134140be58x.htm
大众 途观 2012款 1.8TSI 自动两驱风尚版,严选车,¥8.30,新车指导价25.40万(含税),2012-01,8.64万公里,国四,1.8,0次过户,2020-1,2020-2,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/07c91c3c10845776x.htm
标致301 2014款 1.6L 手动舒适版,严选车,¥3.57,新车指导价9.20万(含税),2014-09,6.51万公里,国五,1.6,0次过户,2020-9,2020-3,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/e5298f6524118488x.htm
纳智捷 优6 SUV 2014款 1.8T 魅力型,严选车,4.65,原价4.74万,2014-08,7.71万公里,国五,1.8,0次过户,2020-8,2019-7,已过期,1.8T 158马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/cq/c97824d81830a3abx.htm
起亚 狮跑 2012款 2.0L 手动两驱版GLS,严选车,¥5.16,新车指导价18.90万(含税),2012-12,7.02万公里,国四,2.0,0次过户,2019-12,2019-12,已过期,2.0L 142马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/357626d60a66a1a2x.htm
别克 昂科拉 2013款 1.4T 自动两驱精英型,严选车,6.06,原价6.32万,2013-05,3.94万公里,国四,1.4,0次过户,2019-5,2019-5,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/216ab0357fe37954x.htm
起亚K3S 2014款 1.6L 自动DLX,严选车,6.09,原价6.19万,2015-05,6.29万公里,国四,1.6,0次过户,2021-5,2020-5,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/1a92f49837b8e7dbx.htm
别克 凯越 2013款 1.5L 手动经典型,严选车,¥3.72,新车指导价10.50万(含税),2014-05,10.25万公里,国四,1.5,1次过户,2020-5,2020-5,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/d1f1b9404e2637aex.htm
荣威350 2013款 350C 1.5L 手动迅捷版,严选车,3.08,原价3.18万,2013-12,9.97万公里,国四,1.5,1次过户,2019-12,2019-12,2019-12,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/1f2bdbed4a9a5bf1x.htm
现代 悦动 2011款 1.6L 手动舒适型,严选车,3.58,原价3.72万,2013-07,5.57万公里,国四,1.6,0次过户,2019-7,2019-7,已过期,1.6L 123马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/8d451cf2def411c4x.htm
江淮 瑞风S3 2016款 1.5L CVT豪华智能尊享版,严选车,¥4.21,新车指导价9.60万(含税),2015-09,5.28万公里,国五,1.5,0次过户,2019-9,2019-9,已过期,1.5L 113马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/mianyang/dbfea4778158f112x.htm
东南 V5菱致 2015款 1.5L 手动爵士版,严选车,¥3.42,新车指导价9.00万(含税),2014-12,3.31万公里,国五,1.5,0次过户,2020-12,2019-12,已过期,1.5L 120马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/b618fa5cab19a8f3x.htm
大众 帕萨特 2014款 1.8TSI DSG御尊版,严选车,¥13.08,新车指导价26.00万(含税),2014-03,3.71万公里,国五,1.8,0次过户,2020-3,2020-5,已过期,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cd/709e093aa2fcdf20x.htm
宝马5系 2014款 520Li 典雅型,严选车,25.10,原价25.48万,2014-09,3.68万公里,国五,2.0,0次过户,2020-9,2019-8,已过期,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/cq/47598fef58922bf8x.htm
东风风行 景逸X5 2016款 1.6L 手动豪华型,严选车,4.04,原价4.11万,2016-01,2.51万公里,国四,1.6,0次过户,2020-1,2019-12,已过期,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/c7f6942c40b4ee55x.htm
斯柯达 明锐 2014款 1.6L 自动逸杰版,严选车,¥5.93,新车指导价15.00万(含税),2013-10,6.12万公里,国四,1.6,0次过户,2019-10,2019-10,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/45891e5b978ae277x.htm
福特 福克斯 2011款 两厢 1.8L 自动时尚型,严选车,3.56,原价3.66万,2012-04,5.86万公里,国四,1.8,1次过户,2020-4,2020-3,已过期,1.8L 124马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/cq/7a33f4fa91917443x.htm
标致408 2015款 1.2T 自动豪华版,严选车,7.28,原价7.79万,2016-07,3.46万公里,国五,1.2,0次过户,2020-7,2019-7,已过期,1.2T 136马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/cq/12197e8863a419d1x.htm
别克 君越 2013款 2.0T SIDI 智享旗舰型,严选车,11.26,原价11.33万,2014-10,11.48万公里,国五,2.0,0次过户,2020-10,2019-10,已过期,2.0T 254马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/603e2c607ac8e2cax.htm
本田 凌派 2016款 1.8L CVT旗舰版,0过户,¥9.80,新车指导价16.30万(含税),2016-10,2.93万公里,国五,1.8,0次过户,2020-10,2019-11,已过期,1.8L 136马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/nmg/2e19cf0e8a50fbf6x.htm
长安 奔奔 2015款 1.4L IMT豪华型 国IV,严选车,2.73,原价2.8万,2015-06,6.22万公里,国四,1.4,0次过户,2019-6,2019-5,2019-5,1.4L 101马力 L4,5档机械式自动变速箱(AMT),https://www.guazi.com/cq/6e7c391cb29e9e6cx.htm
雪铁龙C3-XR 2015款 1.6L 自动时尚型,0过户,¥6.00,新车指导价12.90万(含税),2016-10,8.76万公里,国五,1.6,0次过户,2020-10,2019-11,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/nj/280224849f42ffbdx.htm
哈弗H6 2015款 运动版 1.5T 手动两驱精英型,严选车,5.23,原价5.34万,2015-07,10.09万公里,国四,1.5,0次过户,2019-7,2019-7,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/cd/a8257e7f38490da0x.htm
福特 嘉年华 2013款 三厢 1.5L 手动风尚型,严选车,3.58,原价3.6万,2014-03,3.39万公里,国五,1.5,0次过户,2020-3,2020-3,已过期,1.5L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/c0e94a00ea4f5f7cx.htm
宝马X3 2011款 xDrive28i 领先型(进口),严选车,18.51,原价18.6万,2011-06,6.81万公里,国四,3.0,0次过户,2019-6,2019-7,已过期,3.0L 258马力 L6,8档手自一体变速箱(AT),https://www.guazi.com/cd/0c188ba61d077f07x.htm
MG3 2011款 1.3L 手动舒适版,严选车,¥2.53,新车指导价7.60万(含税),2012-04,3万公里,国四,1.3,0次过户,2020-4,2020-4,已过期,1.3L 88马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/a19644a09b5999e5x.htm
斯柯达Yeti 2016款 1.4TSI DSG前行版,严选车,7.55,原价7.84万,2016-02,4.87万公里,国五,1.4,0次过户,2020-2,2020-1,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cq/cd512aa3a8c14923x.htm
雷诺 卡缤 2015款 1.2T 自动舒适抢鲜版(进口),严选车,7.48,原价7.53万,2016-01,5.46万公里,国四,1.2,0次过户,2020-1,2020-1,已过期,1.2T 116马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cd/db57f7b584144273x.htm
丰田 凯美瑞 2013款 200G 经典豪华版,严选车,¥10.70,新车指导价21.00万(含税),2014-09,5.81万公里,国五,2.0,0次过户,2020-9,2019-9,已过期,2.0L 147马力 L4,4档自动变速箱(AT),https://www.guazi.com/cd/d021ebb27043253fx.htm
哈弗H8 2015款 2.0T 两驱豪华型,严选车,¥12.65,新车指导价24.10万(含税),2016-05,1.54万公里,国五,2.0,0次过户,2020-5,2020-3,已过期,2.0T 218马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/83686db4b736c417x.htm
日产 奇骏 2010款 2.5L CVT旗舰版 4WD,严选车,6.24,原价6.47万,2010-03,10.3万公里,国四,2.5,1次过户,2020-3,2020-2,已过期,2.5L 184马力 L4,6档无级变速箱(CVT),https://www.guazi.com/cq/210ae98f265f0c8bx.htm
斯柯达 昕锐 2015款 1.6L 手动智选型,严选车,¥4.61,新车指导价10.40万(含税),2014-11,5.23万公里,国五,1.6,1次过户,2020-11,2019-11,2019-11,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/9833b1f9c78ad7c4x.htm
现代 索纳塔八 2011款 2.0L 自动豪华版,严选车,¥6.23,新车指导价20.60万(含税),2011-08,10.97万公里,国四,2.0,1次过户,2019-8,2019-8,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/9dcaf19f012c918bx.htm
宝骏630 2013款 1.5L 手动舒适型,严选车,¥2.75,新车指导价7.70万(含税),2014-03,5.61万公里,国四,1.5,0次过户,2020-3,2020-3,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/78ac98449c840d5cx.htm
荣威550 2012款 550 1.8L 自动超值版,严选车,¥3.75,新车指导价15.20万(含税),2012-08,7.06万公里,国四,1.8,0次过户,2019-8,2019-8,已过期,1.8L 133马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/cq/50b0a80e89e00fabx.htm
雪佛兰 迈锐宝 2012款 2.0L 自动豪华版,严选车,5.89,原价6.13万,2012-10,8.63万公里,国四,2.0,1次过户,2019-10,2019-9,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/2236c47429a3a51fx.htm
比亚迪S6 2013款 白金版 2.0L 手动豪华型,严选车,3.09,原价3.13万,2013-12,7.22万公里,国四,2.0,1次过户,2019-12,2019-12,已过期,2.0L 140马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/61d76b2fa1e71c83x.htm
福特 翼搏 2013款 1.5L 自动尊贵型,严选车,¥5.92,新车指导价13.90万(含税),2016-08,4.44万公里,国四,1.5,2次过户,2020-8,2019-8,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cd/2386ff549997cbb0x.htm
日产 轩逸 2016款 经典 1.6XE 手动领先版,严选车,5.98,原价6.05万,2016-12,1.9万公里,国五,1.6,0次过户,2020-12,2019-12,2019-12,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/a09032b5d982c46cx.htm
菲亚特 致悦 2014款 1.4T 自动运动版,严选车,6.41,原价6.6万,2015-11,5.52万公里,国四,1.4,0次过户,2019-11,2019-11,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cq/68e5430e43df89c4x.htm
雪佛兰 爱唯欧 2011款 三厢 1.4L MT SE,严选车,2.62,原价2.64万,2012-07,5.02万公里,国四,1.4,0次过户,2019-7,2019-6,已过期,1.4L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/49a50e509de25140x.htm
别克GL8 2013款 3.0L XT豪华商务旗舰版,严选车,16.07,原价16.16万,2013-09,14.02万公里,国四,3.0,0次过户,2019-9,2019-9,2019-9,3.0L 258马力 V6,6档手自一体变速箱(AT),https://www.guazi.com/cd/8ff8ce859324dcfbx.htm
雪铁龙 世嘉 2010款 三厢 1.6L 手动尚乐版,严选车,¥2.60,新车指导价11.80万(含税),2011-03,11.85万公里,国四,1.6,1次过户,2020-3,2020-3,已过期,1.6L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/3d4fe2013cc288aex.htm
马自达3 2010款 1.6L 手动经典时尚型,严选车,2.61,原价2.7万,2010-10,13.66万公里,国四,1.6,1次过户,2019-10,2019-10,已过期,1.6L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/288d15fdebd6a25bx.htm
雪铁龙 世嘉 2010款 三厢 1.6L 手动尚乐版,严选车,¥2.60,新车指导价11.80万(含税),2011-03,11.85万公里,国四,1.6,1次过户,2020-3,2020-3,已过期,1.6L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/3d4fe2013cc288aex.htm
马自达3 2010款 1.6L 手动经典时尚型,严选车,2.61,原价2.7万,2010-10,13.66万公里,国四,1.6,1次过户,2019-10,2019-10,已过期,1.6L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/288d15fdebd6a25bx.htm
大众 捷达 2015款 质惠版 1.4L 手动舒适型,严选车,¥4.96,新车指导价9.80万(含税),2016-07,2.23万公里,国五,1.4,0次过户,2020-7,2019-7,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/f63912412079a8dex.htm
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,0过户,¥12.60,新车指导价20.60万(含税),2016-06,2.24万公里,国五,1.5,0次过户,2020-6,2020-6,已过期,1.5T 181马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/linyi/02c145796977f4e3x.htm
DS 5LS 2015款 1.6T 雅致版THP160,严选车,8.49,原价8.77万,2015-05,5.58万公里,国五,1.6,1次过户,2019-5,2019-5,已过期,1.6T 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/af8cac066d3cdb3cx.htm
长安 逸动 2014款 1.6L 手动豪华型,严选车,3.71,原价4万,2014-05,4.63万公里,国四,1.6,0次过户,2020-5,2020-5,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/mianyang/0662c70ab0fd7dadx.htm
长安CS75 2014款 1.8T 自动精英型 国IV,严选车,¥7.36,新车指导价14.70万(含税),2016-04,2.83万公里,国四,1.8,0次过户,2020-4,2020-4,已过期,1.8T 177马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/15d76a4ee313ecf6x.htm
中华V3 2015款 1.5L 手动舒适型,严选车,¥3.49,新车指导价7.50万(含税),2015-10,3.85万公里,国五,1.5,1次过户,2019-10,2019-10,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/d3b6cc637d3fe506x.htm
大众 甲壳虫 2014款 1.2TSI 时尚型(进口),严选车,¥12.46,新车指导价21.70万(含税),2016-04,3.13万公里,国四,1.2,0次过户,2020-4,2020-4,已过期,1.2T 105马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cd/abd2e3f0f55f5f52x.htm
大众 朗逸 2008款 1.6L 手动品悠版,严选车,3.02,原价3.12万,2010-06,10.57万公里,国四,1.6,0次过户,2019-6,2019-6,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/06564e6f5374c361x.htm
雪佛兰 科帕奇 2015款 2.4L 四驱旗舰版 7座,严选车,¥10.80,新车指导价22.80万(含税),2015-11,7.53万公里,国五,2.4,1次过户,2019-11,2019-10,2019-10,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/7ebc1b7d8ffb768fx.htm
福特 福克斯 2012款 三厢 1.6L 自动舒适型,严选车,4.88,原价4.95万,2013-09,7.49万公里,国四,1.6,1次过户,2019-9,2019-8,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cq/1c5183c59806fe0dx.htm
吉利 远景 2016款 1.5L 手动幸福版,严选车,3.49,原价3.55万,2016-12,3.66万公里,国五,1.5,0次过户,2020-12,2019-12,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/380bdc0dc7f5ef53x.htm
福特 嘉年华 2011款 两厢 1.5L 手动运动型,严选车,3.05,原价3.13万,2012-09,9.82万公里,国四,1.5,0次过户,2019-9,2019-12,已过期,1.5L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/18d3e8b767c0fb15x.htm
猎豹CS10 2015款 2.0T 手动新锐型,严选车,¥5.46,新车指导价10.50万(含税),2016-09,3.62万公里,国四,2.0,0次过户,2020-9,2019-9,已过期,2.0T 177马力 L4,6档手动变速箱(MT),https://www.guazi.com/cd/796094474e94daecx.htm
奥迪A4L 2016款 35 TFSI 典藏版 S line舒适型,严选车,¥19.69,新车指导价36.10万(含税),2016-01,5.22万公里,国五,2.0,0次过户,2020-1,2019-12,已过期,2.0T 180马力 L4,8档无级变速箱(CVT),https://www.guazi.com/cq/5d729edacb6902cbx.htm
大众 捷达 2015款 1.6L 自动舒适型,严选车,¥5.57,新车指导价11.80万(含税),2015-06,6.62万公里,国四,1.6,0次过户,2019-6,2019-7,2019-7,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/cd/af6c5b2a81e816c8x.htm
大众 途观 2010款 1.8TSI 自动四驱风尚版,严选车,9.44,原价9.64万,2011-11,9.25万公里,国四,1.8,0次过户,2019-11,2019-10,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/cf5b7512654d2a03x.htm
长安 逸动 2013款 XT 1.6L 自动致酷型 国IV,严选车,4.42,原价4.51万,2014-09,4.9万公里,国四,1.6,0次过户,2020-9,2019-9,已过期,1.6L 125马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/cq/3e7f7a7017c109e9x.htm
哈弗H2 2016款 红标 1.5T 手动两驱豪华型,严选车,5.46,原价5.74万,2016-08,2.15万公里,国四,1.5,0次过户,2020-8,2019-8,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/deyang/362afe2b3b46f73fx.htm
沃尔沃XC60 2015款 T5 智进版,严选车,¥20.27,新车指导价43.10万(含税),2015-07,7.67万公里,国五,2.0,0次过户,2019-7,2019-7,2019-7,2.0T 245马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/cd/089ed49113c26483x.htm
凯迪拉克XTS 2015款 28T 舒适型,严选车,¥15.10,新车指导价38.00万(含税),2015-08,6万公里,国五,2.0,0次过户,2019-8,2019-8,已过期,2.0T 269马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/0bc99061b6e96fc0x.htm
标致308S 2015款 1.2T 自动劲驰版,严选车,6.71,原价6.85万,2015-09,8.93万公里,国五,1.2,0次过户,2019-9,2019-8,已过期,1.2T 136马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/cq/eef19da198e21397x.htm
纳智捷 大7 MPV 2016款 2.0T 豪华型,严选车,8.21,原价8.38万,2016-11,2.93万公里,国五,2.0,2次过户,2020-11,2019-10,已过期,2.0T 188马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/5cec613265f0e2d5x.htm
北汽幻速H3 2015款 1.5L 手动豪华型,严选车,3.29,原价3.33万,2016-12,2.8万公里,国五,1.5,0次过户,2020-12,2019-12,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/25edfc0425fb0ee2x.htm
福特 福睿斯 2015款 1.5L 自动时尚型,严选车,7.19,原价7.21万,2017-03,1.26万公里,国五,1.5,0次过户,2021-3,2020-2,已过期,1.5L 113马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/a14f56306e6c4099x.htm
长城M4 2012款 1.5L 手动豪华型,严选车,¥3.54,新车指导价7.40万(含税),2014-05,2.04万公里,国四,1.5,1次过户,2020-5,2019-5,已过期,1.5L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/b38b069b1aa324f3x.htm
奇瑞 艾瑞泽5 2016款 1.5L CVT领潮版,严选车,¥4.67,新车指导价7.80万(含税),2017-04,1.88万公里,国五,1.5,0次过户,2021-4,2020-4,已过期,1.5L 116马力 L4,7档无级变速箱(CVT),https://www.guazi.com/cd/aff5c9fe1c3f4a63x.htm
日产 轩逸 2014款 1.6XV CVT尊享版,严选车,6.77,原价7.08万,2015-11,10.83万公里,国四,1.6,0次过户,2019-11,2019-10,已过期,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/cq/3c0c1441d2ace791x.htm
雪佛兰 赛欧 2013款 三厢 1.4L 手动优逸幸福版,严选车,¥2.64,新车指导价7.60万(含税),2014-01,5.95万公里,国四,1.4,1次过户,2020-1,2020-1,已过期,1.4L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/f8bbbda1af1846b2x.htm
福特 蒙迪欧 2013款 2.0L GTDi240豪华运动型,严选车,13.41,原价14.25万,2016-06,1.58万公里,国四,2.0,0次过户,2020-6,2020-4,已过期,2.0T 242马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/mianyang/fc338dc9e175c424x.htm
斯柯达 晶锐 2012款 1.4L 手动晶致版,严选车,¥2.92,新车指导价8.60万(含税),2012-11,9.17万公里,国四,1.4,1次过户,2019-11,2019-11,已过期,1.4L 86马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/617bd2da7cfab21fx.htm
现代 索纳塔八 2011款 2.0L 自动豪华版,严选车,6.15,原价6.2万,2011-12,10.41万公里,国四,2.0,1次过户,2019-12,2019-12,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/a56def1d4edc5a7ax.htm
三菱 劲炫ASX 2013款 2.0L CVT两驱精英版,严选车,7.69,原价7.71万,2015-07,6.36万公里,国五,2.0,0次过户,2019-7,2019-6,已过期,2.0L 167马力 L4,6档无级变速箱(CVT),https://www.guazi.com/cq/a546fff26124f5d5x.htm
长安CX20 2014款 1.4L IMT天窗导航版 国IV,严选车,¥2.76,新车指导价7.00万(含税),2014-10,8.3万公里,国四,1.4,1次过户,2020-10,2019-10,已过期,1.4L 101马力 L4,5档机械式自动变速箱(AMT),https://www.guazi.com/cd/32d7990d843d9595x.htm
